QuoteItemID,QuoteID,ProductID,Quantity,UnitPrice,DiscountPercent,DiscountAmount,LineTotal
QI023010,QTN07629,PRD0018,1,1999,10,199.9,1799.1
QI023011,QTN07629,PRD0006,2,249,10,49.8,448.2
QI023012,QTN07629,PRD0014,126,1199,15,22661.1,128412.9
QI023013,QTN07630,PRD0010,3,199,5,29.85,567.15
QI023014,QTN07630,PRD0016,2,699,0,0.0,1398.0
QI023015,QTN07630,PRD0003,1,999,0,0.0,999.0
QI023016,QTN07630,PRD0004,266,799,5,10626.7,201907.3
QI023017,QTN07631,PRD0018,44,1999,0,0.0,87956.0
QI023018,QTN07632,PRD0009,3,149,15,67.05,379.95
QI023019,QTN07632,PRD0015,3,999,15,449.55,2547.45
QI023020,QTN07632,PRD0010,2,199,0,0.0,398.0
QI023021,QTN07632,PRD0017,410,499,10,20459.0,184131.0
QI023022,QTN07633,PRD0004,3,799,15,359.55,2037.45
QI023023,QTN07633,PRD0011,3,699,10,209.7,1887.3
QI023024,QTN07633,PRD0020,1,599,0,0.0,599.0
QI023025,QTN07633,PRD0019,3,799,15,359.55,2037.45
QI023026,QTN07633,PRD0016,358,699,0,0.0,250242.0
QI023027,QTN07634,PRD0017,2,499,5,49.9,948.1
QI023028,QTN07634,PRD0008,188,199,10,3741.2,33670.8
QI023029,QTN07635,PRD0013,2,899,0,0.0,1798.0
QI023030,QTN07635,PRD0017,542,499,5,13522.9,256935.1
QI023031,QTN07636,PRD0010,3,199,15,89.55,507.45
QI023032,QTN07636,PRD0019,1,799,10,79.9,719.1
QI023033,QTN07636,PRD0005,1,1499,10,149.9,1349.1
QI023034,QTN07636,PRD0007,508,499,10,25349.2,228142.8
QI023035,QTN07637,PRD0007,3,499,0,0.0,1497.0
QI023036,QTN07637,PRD0008,1,199,15,29.85,169.15
QI023037,QTN07637,PRD0003,1,999,0,0.0,999.0
QI023038,QTN07637,PRD0005,14,1499,10,2098.6,18887.4
QI023039,QTN07638,PRD0015,1,999,15,149.85,849.15
QI023040,QTN07638,PRD0012,545,399,10,21745.5,195709.5
QI023041,QTN07639,PRD0018,1,1999,10,199.9,1799.1
QI023042,QTN07639,PRD0014,2,1199,10,239.8,2158.2
QI023043,QTN07639,PRD0019,3,799,10,239.7,2157.3
QI023044,QTN07639,PRD0011,304,699,5,10624.8,201871.2
QI023045,QTN07640,PRD0019,1,799,15,119.85,679.15
QI023046,QTN07640,PRD0008,673,199,5,6696.35,127230.65
QI023047,QTN07641,PRD0014,1,1199,0,0.0,1199.0
QI023048,QTN07641,PRD0008,2,199,15,59.7,338.3
QI023049,QTN07641,PRD0019,2,799,15,239.7,1358.3
QI023050,QTN07641,PRD0004,341,799,5,13622.95,258836.05
QI023051,QTN07642,PRD0010,572,199,10,11382.8,102445.2
QI023052,QTN07643,PRD0013,185,899,15,24947.25,141367.75
QI023053,QTN07644,PRD0020,2,599,15,179.7,1018.3
QI023054,QTN07644,PRD0018,2,1999,0,0.0,3998.0
QI023055,QTN07644,PRD0015,1,999,10,99.9,899.1
QI023056,QTN07644,PRD0013,2,899,15,269.7,1528.3
QI023057,QTN07644,PRD0010,919,199,10,18288.1,164592.9
QI023058,QTN07645,PRD0003,2,999,5,99.9,1898.1
QI023059,QTN07645,PRD0016,1,699,15,104.85,594.15
QI023060,QTN07645,PRD0010,3,199,10,59.7,537.3
QI023061,QTN07645,PRD0020,409,599,15,36748.65,208242.35
QI023062,QTN07646,PRD0014,3,1199,5,179.85,3417.15
QI023063,QTN07646,PRD0011,2,699,10,139.8,1258.2
QI023064,QTN07646,PRD0007,335,499,10,16716.5,150448.5
QI023065,QTN07647,PRD0003,2,999,10,199.8,1798.2
QI023066,QTN07647,PRD0001,741,299,15,33233.85,188325.15
QI023067,QTN07648,PRD0005,2,1499,5,149.9,2848.1
QI023068,QTN07648,PRD0002,3,599,5,89.85,1707.15
QI023069,QTN07648,PRD0007,3,499,0,0.0,1497.0
QI023070,QTN07648,PRD0015,117,999,15,17532.45,99350.55
QI023071,QTN07649,PRD0005,1,1499,15,224.85,1274.15
QI023072,QTN07649,PRD0017,377,499,15,28218.45,159904.55
QI023073,QTN07650,PRD0012,2,399,0,0.0,798.0
QI023074,QTN07650,PRD0003,2,999,0,0.0,1998.0
QI023075,QTN07650,PRD0002,1,599,10,59.9,539.1
QI023076,QTN07650,PRD0007,2,499,0,0.0,998.0
QI023077,QTN07650,PRD0010,157,199,5,1562.15,29680.85
QI023078,QTN07651,PRD0015,1,999,15,149.85,849.15
QI023079,QTN07651,PRD0001,3,299,5,44.85,852.15
QI023080,QTN07651,PRD0009,3,149,15,67.05,379.95
QI023081,QTN07651,PRD0016,3,699,5,104.85,1992.15
QI023082,QTN07651,PRD0004,3,799,5,119.85,2277.15
QI023083,QTN07652,PRD0002,1,599,5,29.95,569.05
QI023084,QTN07652,PRD0001,3,299,15,134.55,762.45
QI023085,QTN07652,PRD0004,1,799,5,39.95,759.05
QI023086,QTN07652,PRD0020,2,599,10,119.8,1078.2
QI023087,QTN07652,PRD0008,299,199,15,8925.15,50575.85
QI023088,QTN07653,PRD0013,3,899,15,404.55,2292.45
QI023089,QTN07653,PRD0018,1,1999,15,299.85,1699.15
QI023090,QTN07653,PRD0002,2,599,0,0.0,1198.0
QI023091,QTN07653,PRD0011,1,699,5,34.95,664.05
QI023092,QTN07653,PRD0017,104,499,10,5189.6,46706.4
QI023093,QTN07654,PRD0019,2,799,15,239.7,1358.3
QI023094,QTN07654,PRD0009,2,149,0,0.0,298.0
QI023095,QTN07654,PRD0017,3,499,10,149.7,1347.3
QI023096,QTN07654,PRD0010,978,199,5,9731.1,184890.9
QI023097,QTN07655,PRD0012,3,399,0,0.0,1197.0
QI023098,QTN07655,PRD0013,3,899,10,269.7,2427.3
QI023099,QTN07655,PRD0003,3,999,5,149.85,2847.15
QI023100,QTN07655,PRD0018,106,1999,15,31784.1,180109.9
QI023101,QTN07656,PRD0013,2,899,5,89.9,1708.1
QI023102,QTN07656,PRD0005,70,1499,10,10493.0,94437.0
QI023103,QTN07657,PRD0009,1627,149,15,36363.45,206059.55
QI023104,QTN07658,PRD0005,64,1499,0,0.0,95936.0
QI023105,QTN07659,PRD0008,1469,199,5,14616.55,277714.45
QI023106,QTN07660,PRD0008,2,199,10,39.8,358.2
QI023107,QTN07660,PRD0004,2,799,0,0.0,1598.0
QI023108,QTN07660,PRD0009,3,149,15,67.05,379.95
QI023109,QTN07660,PRD0005,120,1499,0,0.0,179880.0
QI023110,QTN07661,PRD0002,3,599,0,0.0,1797.0
QI023111,QTN07661,PRD0013,3,899,0,0.0,2697.0
QI023112,QTN07661,PRD0003,212,999,0,0.0,211788.0
QI023113,QTN07662,PRD0016,110,699,0,0.0,76890.0
QI023114,QTN07663,PRD0016,2,699,10,139.8,1258.2
QI023115,QTN07663,PRD0007,3,499,10,149.7,1347.3
QI023116,QTN07663,PRD0015,2,999,10,199.8,1798.2
QI023117,QTN07663,PRD0005,156,1499,10,23384.4,210459.6
QI023118,QTN07664,PRD0018,1,1999,0,0.0,1999.0
QI023119,QTN07664,PRD0001,804,299,0,0.0,240396.0
QI023120,QTN07665,PRD0020,3,599,10,179.7,1617.3
QI023121,QTN07665,PRD0004,2,799,5,79.9,1518.1
QI023122,QTN07665,PRD0001,3,299,15,134.55,762.45
QI023123,QTN07665,PRD0006,178,249,10,4432.2,39889.8
QI023124,QTN07666,PRD0001,1,299,10,29.9,269.1
QI023125,QTN07666,PRD0005,80,1499,5,5996.0,113924.0
QI023126,QTN07667,PRD0012,2,399,15,119.7,678.3
QI023127,QTN07667,PRD0008,173,199,5,1721.35,32705.65
QI023128,QTN07668,PRD0011,163,699,15,17090.55,96846.45
QI023129,QTN07669,PRD0001,1,299,0,0.0,299.0
QI023130,QTN07669,PRD0006,794,249,15,29655.9,168050.1
QI023131,QTN07670,PRD0006,2,249,15,74.7,423.3
QI023132,QTN07670,PRD0001,3,299,0,0.0,897.0
QI023133,QTN07670,PRD0003,1,999,15,149.85,849.15
QI023134,QTN07670,PRD0018,93,1999,0,0.0,185907.0
QI023135,QTN07671,PRD0009,3,149,15,67.05,379.95
QI023136,QTN07671,PRD0015,1,999,0,0.0,999.0
QI023137,QTN07671,PRD0012,2,399,0,0.0,798.0
QI023138,QTN07671,PRD0008,1,199,10,19.9,179.1
QI023139,QTN07671,PRD0018,141,1999,0,0.0,281859.0
QI023140,QTN07672,PRD0019,2,799,0,0.0,1598.0
QI023141,QTN07672,PRD0018,140,1999,0,0.0,279860.0
QI023142,QTN07673,PRD0004,2,799,5,79.9,1518.1
QI023143,QTN07673,PRD0011,1,699,15,104.85,594.15
QI023144,QTN07673,PRD0012,2,399,10,79.8,718.2
QI023145,QTN07673,PRD0001,44,299,5,657.8,12498.2
QI023146,QTN07674,PRD0009,3,149,10,44.7,402.3
QI023147,QTN07674,PRD0017,3,499,15,224.55,1272.45
QI023148,QTN07674,PRD0005,145,1499,10,21735.5,195619.5
QI023149,QTN07675,PRD0007,2,499,10,99.8,898.2
QI023150,QTN07675,PRD0003,194,999,0,0.0,193806.0
QI023151,QTN07676,PRD0006,1,249,10,24.9,224.1
QI023152,QTN07676,PRD0017,2,499,15,149.7,848.3
QI023153,QTN07676,PRD0010,1442,199,10,28695.8,258262.2
QI023154,QTN07677,PRD0018,70,1999,0,0.0,139930.0
QI023155,QTN07678,PRD0012,1,399,5,19.95,379.05
QI023156,QTN07678,PRD0010,3,199,10,59.7,537.3
QI023157,QTN07678,PRD0015,3,999,10,299.7,2697.3
QI023158,QTN07678,PRD0008,35,199,5,348.25,6616.75
QI023159,QTN07679,PRD0016,3,699,15,314.55,1782.45
QI023160,QTN07679,PRD0006,2,249,10,49.8,448.2
QI023161,QTN07679,PRD0007,3,499,15,224.55,1272.45
QI023162,QTN07679,PRD0017,2,499,5,49.9,948.1
QI023163,QTN07679,PRD0010,1458,199,0,0.0,290142.0
QI023164,QTN07680,PRD0019,3,799,0,0.0,2397.0
QI023165,QTN07680,PRD0012,3,399,10,119.7,1077.3
QI023166,QTN07680,PRD0006,912,249,10,22708.8,204379.2
QI023167,QTN07681,PRD0004,3,799,5,119.85,2277.15
QI023168,QTN07681,PRD0003,106,999,5,5294.7,100599.3
QI023169,QTN07682,PRD0016,413,699,0,0.0,288687.0
QI023170,QTN07683,PRD0014,2,1199,5,119.9,2278.1
QI023171,QTN07683,PRD0012,1,399,5,19.95,379.05
QI023172,QTN07683,PRD0006,3,249,5,37.35,709.65
QI023173,QTN07683,PRD0015,91,999,15,13636.35,77272.65
QI023174,QTN07684,PRD0018,3,1999,10,599.7,5397.3
QI023175,QTN07684,PRD0013,2,899,10,179.8,1618.2
QI023176,QTN07684,PRD0011,1,699,5,34.95,664.05
QI023177,QTN07684,PRD0015,206,999,5,10289.7,195504.3
QI023178,QTN07685,PRD0007,3,499,10,149.7,1347.3
QI023179,QTN07685,PRD0003,2,999,15,299.7,1698.3
QI023180,QTN07685,PRD0013,3,899,15,404.55,2292.45
QI023181,QTN07685,PRD0002,2,599,10,119.8,1078.2
QI023182,QTN07685,PRD0006,890,249,0,0.0,221610.0
QI023183,QTN07686,PRD0011,2,699,15,209.7,1188.3
QI023184,QTN07686,PRD0008,1,199,10,19.9,179.1
QI023185,QTN07686,PRD0016,142,699,15,14888.7,84369.3
QI023186,QTN07687,PRD0017,3,499,15,224.55,1272.45
QI023187,QTN07687,PRD0019,1,799,5,39.95,759.05
QI023188,QTN07687,PRD0004,366,799,10,29243.4,263190.6
QI023189,QTN07688,PRD0018,5,1999,0,0.0,9995.0
QI023190,QTN07689,PRD0002,2,599,0,0.0,1198.0
QI023191,QTN07689,PRD0005,1,1499,0,0.0,1499.0
QI023192,QTN07689,PRD0007,3,499,15,224.55,1272.45
QI023193,QTN07689,PRD0008,878,199,10,17472.2,157249.8
QI023194,QTN07690,PRD0013,1,899,5,44.95,854.05
QI023195,QTN07690,PRD0007,3,499,5,74.85,1422.15
QI023196,QTN07690,PRD0012,352,399,0,0.0,140448.0
QI023197,QTN07691,PRD0009,3,149,10,44.7,402.3
QI023198,QTN07691,PRD0002,1,599,0,0.0,599.0
QI023199,QTN07691,PRD0014,1,1199,5,59.95,1139.05
QI023200,QTN07691,PRD0019,297,799,15,35595.45,201707.55
QI023201,QTN07692,PRD0016,3,699,10,209.7,1887.3
QI023202,QTN07692,PRD0003,3,999,15,449.55,2547.45
QI023203,QTN07692,PRD0002,374,599,0,0.0,224026.0
QI023204,QTN07693,PRD0013,2,899,0,0.0,1798.0
QI023205,QTN07693,PRD0001,759,299,0,0.0,226941.0
QI023206,QTN07694,PRD0005,3,1499,10,449.7,4047.3
QI023207,QTN07694,PRD0011,2,699,0,0.0,1398.0
QI023208,QTN07694,PRD0002,458,599,10,27434.2,246907.8
QI023209,QTN07695,PRD0019,3,799,10,239.7,2157.3
QI023210,QTN07695,PRD0002,1,599,10,59.9,539.1
QI023211,QTN07695,PRD0006,3,249,10,74.7,672.3
QI023212,QTN07695,PRD0009,2,149,10,29.8,268.2
QI023213,QTN07695,PRD0010,1379,199,0,0.0,274421.0
QI023214,QTN07696,PRD0013,1,899,10,89.9,809.1
QI023215,QTN07696,PRD0009,37,149,5,275.65,5237.35
QI023216,QTN07697,PRD0020,2,599,0,0.0,1198.0
QI023217,QTN07697,PRD0018,3,1999,15,899.55,5097.45
QI023218,QTN07697,PRD0017,5,499,0,0.0,2495.0
QI023219,QTN07698,PRD0005,1,1499,15,224.85,1274.15
QI023220,QTN07698,PRD0017,3,499,5,74.85,1422.15
QI023221,QTN07698,PRD0009,1,149,5,7.45,141.55
QI023222,QTN07698,PRD0007,3,499,10,149.7,1347.3
QI023223,QTN07698,PRD0014,84,1199,10,10071.6,90644.4
QI023224,QTN07699,PRD0009,2,149,15,44.7,253.3
QI023225,QTN07699,PRD0005,101,1499,10,15139.9,136259.1
QI023226,QTN07700,PRD0001,3,299,0,0.0,897.0
QI023227,QTN07700,PRD0019,3,799,15,359.55,2037.45
QI023228,QTN07700,PRD0007,321,499,5,8008.95,152170.05
QI023229,QTN07701,PRD0001,796,299,5,11900.2,226103.8
QI023230,QTN07702,PRD0020,1,599,0,0.0,599.0
QI023231,QTN07702,PRD0019,3,799,0,0.0,2397.0
QI023232,QTN07702,PRD0001,1,299,5,14.95,284.05
QI023233,QTN07702,PRD0006,2,249,10,49.8,448.2
QI023234,QTN07702,PRD0017,71,499,5,1771.45,33657.55
QI023235,QTN07703,PRD0013,59,899,0,0.0,53041.0
QI023236,QTN07704,PRD0004,2,799,10,159.8,1438.2
QI023237,QTN07704,PRD0015,2,999,5,99.9,1898.1
QI023238,QTN07704,PRD0003,187,999,15,28021.95,158791.05
QI023239,QTN07705,PRD0002,1,599,15,89.85,509.15
QI023240,QTN07705,PRD0015,1,999,10,99.9,899.1
QI023241,QTN07705,PRD0008,1,199,15,29.85,169.15
QI023242,QTN07705,PRD0010,690,199,0,0.0,137310.0
QI023243,QTN07706,PRD0017,2,499,0,0.0,998.0
QI023244,QTN07706,PRD0020,3,599,15,269.55,1527.45
QI023245,QTN07706,PRD0005,1,1499,15,224.85,1274.15
QI023246,QTN07706,PRD0002,3,599,5,89.85,1707.15
QI023247,QTN07706,PRD0003,201,999,5,10039.95,190759.05
QI023248,QTN07707,PRD0012,2,399,5,39.9,758.1
QI023249,QTN07707,PRD0013,2,899,5,89.9,1708.1
QI023250,QTN07707,PRD0019,1,799,15,119.85,679.15
QI023251,QTN07707,PRD0003,103,999,10,10289.7,92607.3
QI023252,QTN07708,PRD0010,1,199,0,0.0,199.0
QI023253,QTN07708,PRD0006,2,249,0,0.0,498.0
QI023254,QTN07708,PRD0019,2,799,15,239.7,1358.3
QI023255,QTN07708,PRD0003,8,999,0,0.0,7992.0
QI023256,QTN07709,PRD0001,3,299,5,44.85,852.15
QI023257,QTN07709,PRD0012,2,399,15,119.7,678.3
QI023258,QTN07709,PRD0010,2,199,10,39.8,358.2
QI023259,QTN07709,PRD0017,58,499,5,1447.1,27494.9
QI023260,QTN07710,PRD0008,3,199,15,89.55,507.45
QI023261,QTN07710,PRD0003,144,999,5,7192.8,136663.2
QI023262,QTN07711,PRD0017,3,499,0,0.0,1497.0
QI023263,QTN07711,PRD0008,3,199,10,59.7,537.3
QI023264,QTN07711,PRD0011,2,699,10,139.8,1258.2
QI023265,QTN07711,PRD0009,1154,149,10,17194.6,154751.4
QI023266,QTN07712,PRD0016,274,699,5,9576.3,181949.7
QI023267,QTN07713,PRD0002,2,599,15,179.7,1018.3
QI023268,QTN07713,PRD0011,3,699,5,104.85,1992.15
QI023269,QTN07713,PRD0004,3,799,5,119.85,2277.15
QI023270,QTN07713,PRD0010,2,199,5,19.9,378.1
QI023271,QTN07713,PRD0007,266,499,0,0.0,132734.0
QI023272,QTN07714,PRD0007,67,499,15,5014.95,28418.05
QI023273,QTN07715,PRD0003,1,999,10,99.9,899.1
QI023274,QTN07715,PRD0009,3,149,10,44.7,402.3
QI023275,QTN07715,PRD0016,163,699,5,5696.85,108240.15
QI023276,QTN07716,PRD0002,2,599,15,179.7,1018.3
QI023277,QTN07716,PRD0014,3,1199,15,539.55,3057.45
QI023278,QTN07716,PRD0019,1,799,10,79.9,719.1
QI023279,QTN07716,PRD0015,118,999,10,11788.2,106093.8
QI023280,QTN07717,PRD0005,1,1499,5,74.95,1424.05
QI023281,QTN07717,PRD0016,54,699,0,0.0,37746.0
QI023282,QTN07718,PRD0005,3,1499,5,224.85,4272.15
QI023283,QTN07718,PRD0017,1,499,5,24.95,474.05
QI023284,QTN07718,PRD0008,3,199,10,59.7,537.3
QI023285,QTN07718,PRD0014,104,1199,15,18704.4,105991.6
QI023286,QTN07719,PRD0002,2,599,0,0.0,1198.0
QI023287,QTN07719,PRD0016,3,699,15,314.55,1782.45
QI023288,QTN07719,PRD0006,1072,249,0,0.0,266928.0
QI023289,QTN07720,PRD0011,2,699,10,139.8,1258.2
QI023290,QTN07720,PRD0018,3,1999,0,0.0,5997.0
QI023291,QTN07720,PRD0014,1,1199,0,0.0,1199.0
QI023292,QTN07720,PRD0002,204,599,0,0.0,122196.0
QI023293,QTN07721,PRD0013,318,899,0,0.0,285882.0
QI023294,QTN07722,PRD0017,2,499,15,149.7,848.3
QI023295,QTN07722,PRD0018,121,1999,10,24187.9,217691.1
QI023296,QTN07723,PRD0002,3,599,10,179.7,1617.3
QI023297,QTN07723,PRD0017,3,499,15,224.55,1272.45
QI023298,QTN07723,PRD0019,1,799,0,0.0,799.0
QI023299,QTN07723,PRD0008,2,199,0,0.0,398.0
QI023300,QTN07723,PRD0018,115,1999,5,11494.25,218390.75
QI023301,QTN07724,PRD0019,1,799,0,0.0,799.0
QI023302,QTN07724,PRD0007,3,499,15,224.55,1272.45
QI023303,QTN07724,PRD0014,89,1199,5,5335.55,101375.45
QI023304,QTN07725,PRD0002,333,599,0,0.0,199467.0
QI023305,QTN07726,PRD0004,1,799,15,119.85,679.15
QI023306,QTN07726,PRD0010,2,199,5,19.9,378.1
QI023307,QTN07726,PRD0011,343,699,5,11987.85,227769.15
QI023308,QTN07727,PRD0020,2,599,5,59.9,1138.1
QI023309,QTN07727,PRD0008,3,199,15,89.55,507.45
QI023310,QTN07727,PRD0010,2,199,15,59.7,338.3
QI023311,QTN07727,PRD0013,1,899,5,44.95,854.05
QI023312,QTN07727,PRD0005,47,1499,15,10567.95,59885.05
QI023313,QTN07728,PRD0017,3,499,15,224.55,1272.45
QI023314,QTN07728,PRD0006,2,249,5,24.9,473.1
QI023315,QTN07728,PRD0001,1,299,0,0.0,299.0
QI023316,QTN07728,PRD0011,3,699,10,209.7,1887.3
QI023317,QTN07728,PRD0007,131,499,5,3268.45,62100.55
QI023318,QTN07729,PRD0003,1,999,15,149.85,849.15
QI023319,QTN07729,PRD0014,1,1199,0,0.0,1199.0
QI023320,QTN07729,PRD0001,366,299,15,16415.1,93018.9
QI023321,QTN07730,PRD0018,2,1999,5,199.9,3798.1
QI023322,QTN07730,PRD0017,3,499,0,0.0,1497.0
QI023323,QTN07730,PRD0001,775,299,10,23172.5,208552.5
QI023324,QTN07731,PRD0003,2,999,10,199.8,1798.2
QI023325,QTN07731,PRD0019,1,799,15,119.85,679.15
QI023326,QTN07731,PRD0012,279,399,10,11132.1,100188.9
QI023327,QTN07732,PRD0017,3,499,15,224.55,1272.45
QI023328,QTN07732,PRD0008,1,199,10,19.9,179.1
QI023329,QTN07732,PRD0015,34,999,5,1698.3,32267.7
QI023330,QTN07733,PRD0002,2,599,0,0.0,1198.0
QI023331,QTN07733,PRD0007,3,499,5,74.85,1422.15
QI023332,QTN07733,PRD0004,2,799,15,239.7,1358.3
QI023333,QTN07733,PRD0013,3,899,0,0.0,2697.0
QI023334,QTN07733,PRD0016,267,699,10,18663.3,167969.7
QI023335,QTN07734,PRD0013,1,899,15,134.85,764.15
QI023336,QTN07734,PRD0004,3,799,10,239.7,2157.3
QI023337,QTN07734,PRD0017,1,499,15,74.85,424.15
QI023338,QTN07734,PRD0010,1424,199,0,0.0,283376.0
QI023339,QTN07735,PRD0013,3,899,0,0.0,2697.0
QI023340,QTN07735,PRD0006,3,249,5,37.35,709.65
QI023341,QTN07735,PRD0008,434,199,10,8636.6,77729.4
QI023342,QTN07736,PRD0018,132,1999,0,0.0,263868.0
QI023343,QTN07737,PRD0012,710,399,5,14164.5,269125.5
QI023344,QTN07738,PRD0010,1227,199,15,36625.95,207547.05
QI023345,QTN07739,PRD0006,1,249,0,0.0,249.0
QI023346,QTN07739,PRD0003,2,999,10,199.8,1798.2
QI023347,QTN07739,PRD0001,3,299,0,0.0,897.0
QI023348,QTN07739,PRD0020,295,599,10,17670.5,159034.5
QI023349,QTN07740,PRD0012,3,399,10,119.7,1077.3
QI023350,QTN07740,PRD0017,2,499,15,149.7,848.3
QI023351,QTN07740,PRD0014,180,1199,0,0.0,215820.0
QI023352,QTN07741,PRD0011,2,699,15,209.7,1188.3
QI023353,QTN07741,PRD0002,3,599,15,269.55,1527.45
QI023354,QTN07741,PRD0019,3,799,15,359.55,2037.45
QI023355,QTN07741,PRD0014,1,1199,0,0.0,1199.0
QI023356,QTN07741,PRD0005,112,1499,10,16788.8,151099.2
QI023357,QTN07742,PRD0014,191,1199,10,22900.9,206108.1
QI023358,QTN07743,PRD0015,2,999,0,0.0,1998.0
QI023359,QTN07743,PRD0001,592,299,0,0.0,177008.0
QI023360,QTN07744,PRD0003,162,999,5,8091.9,153746.1
QI023361,QTN07745,PRD0009,3,149,10,44.7,402.3
QI023362,QTN07745,PRD0005,2,1499,15,449.7,2548.3
QI023363,QTN07745,PRD0006,2,249,10,49.8,448.2
QI023364,QTN07745,PRD0007,12,499,15,898.2,5089.8
QI023365,QTN07746,PRD0018,2,1999,15,599.7,3398.3
QI023366,QTN07746,PRD0008,2,199,15,59.7,338.3
QI023367,QTN07746,PRD0014,198,1199,5,11870.1,225531.9
QI023368,QTN07747,PRD0001,3,299,15,134.55,762.45
QI023369,QTN07747,PRD0006,104,249,15,3884.4,22011.6
QI023370,QTN07748,PRD0017,1,499,0,0.0,499.0
QI023371,QTN07748,PRD0019,2,799,0,0.0,1598.0
QI023372,QTN07748,PRD0009,1923,149,15,42979.05,243547.95
QI023373,QTN07749,PRD0011,2,699,0,0.0,1398.0
QI023374,QTN07749,PRD0013,3,899,5,134.85,2562.15
QI023375,QTN07749,PRD0004,1,799,5,39.95,759.05
QI023376,QTN07749,PRD0016,1,699,10,69.9,629.1
QI023377,QTN07749,PRD0012,151,399,15,9037.35,51211.65
QI023378,QTN07750,PRD0002,1,599,10,59.9,539.1
QI023379,QTN07750,PRD0009,1122,149,15,25076.7,142101.3
QI023380,QTN07751,PRD0003,242,999,15,36263.7,205494.3
QI023381,QTN07752,PRD0005,174,1499,15,39123.9,221702.1
QI023382,QTN07753,PRD0018,1,1999,15,299.85,1699.15
QI023383,QTN07753,PRD0010,1,199,0,0.0,199.0
QI023384,QTN07753,PRD0016,216,699,10,15098.4,135885.6
QI023385,QTN07754,PRD0011,2,699,5,69.9,1328.1
QI023386,QTN07754,PRD0019,256,799,0,0.0,204544.0
QI023387,QTN07755,PRD0017,3,499,0,0.0,1497.0
QI023388,QTN07755,PRD0005,3,1499,15,674.55,3822.45
QI023389,QTN07755,PRD0019,1,799,5,39.95,759.05
QI023390,QTN07755,PRD0003,130,999,0,0.0,129870.0
QI023391,QTN07756,PRD0019,3,799,15,359.55,2037.45
QI023392,QTN07756,PRD0012,1,399,10,39.9,359.1
QI023393,QTN07756,PRD0011,1,699,15,104.85,594.15
QI023394,QTN07756,PRD0014,1,1199,0,0.0,1199.0
QI023395,QTN07756,PRD0006,263,249,15,9823.05,55663.95
QI023396,QTN07757,PRD0008,1,199,15,29.85,169.15
QI023397,QTN07757,PRD0020,3,599,0,0.0,1797.0
QI023398,QTN07757,PRD0003,1,999,15,149.85,849.15
QI023399,QTN07757,PRD0013,135,899,15,18204.75,103160.25
QI023400,QTN07758,PRD0020,275,599,10,16472.5,148252.5
QI023401,QTN07759,PRD0010,1,199,10,19.9,179.1
QI023402,QTN07759,PRD0015,1,999,0,0.0,999.0
QI023403,QTN07759,PRD0019,2,799,15,239.7,1358.3
QI023404,QTN07759,PRD0003,2,999,15,299.7,1698.3
QI023405,QTN07759,PRD0004,107,799,5,4274.65,81218.35
QI023406,QTN07760,PRD0005,122,1499,10,18287.8,164590.2
QI023407,QTN07761,PRD0020,2,599,0,0.0,1198.0
QI023408,QTN07761,PRD0001,3,299,15,134.55,762.45
QI023409,QTN07761,PRD0009,3,149,0,0.0,447.0
QI023410,QTN07761,PRD0016,37,699,15,3879.45,21983.55
QI023411,QTN07762,PRD0007,3,499,15,224.55,1272.45
QI023412,QTN07762,PRD0009,1,149,5,7.45,141.55
QI023413,QTN07762,PRD0019,280,799,5,11186.0,212534.0
QI023414,QTN07763,PRD0014,3,1199,5,179.85,3417.15
QI023415,QTN07763,PRD0007,1,499,15,74.85,424.15
QI023416,QTN07763,PRD0017,3,499,10,149.7,1347.3
QI023417,QTN07763,PRD0011,3,699,15,314.55,1782.45
QI023418,QTN07763,PRD0008,223,199,15,6656.55,37720.45
QI023419,QTN07764,PRD0014,3,1199,5,179.85,3417.15
QI023420,QTN07764,PRD0004,2,799,5,79.9,1518.1
QI023421,QTN07764,PRD0001,2,299,10,59.8,538.2
QI023422,QTN07764,PRD0019,3,799,15,359.55,2037.45
QI023423,QTN07764,PRD0007,522,499,15,39071.7,221406.3
QI023424,QTN07765,PRD0007,3,499,15,224.55,1272.45
QI023425,QTN07765,PRD0009,1,149,15,22.35,126.65
QI023426,QTN07765,PRD0018,2,1999,5,199.9,3798.1
QI023427,QTN07765,PRD0002,3,599,5,89.85,1707.15
QI023428,QTN07765,PRD0020,107,599,0,0.0,64093.0
QI023429,QTN07766,PRD0015,273,999,15,40909.05,231817.95
QI023430,QTN07767,PRD0019,149,799,10,11905.1,107145.9
QI023431,QTN07768,PRD0015,2,999,10,199.8,1798.2
QI023432,QTN07768,PRD0009,3,149,10,44.7,402.3
QI023433,QTN07768,PRD0006,434,249,0,0.0,108066.0
QI023434,QTN07769,PRD0019,156,799,5,6232.2,118411.8
QI023435,QTN07770,PRD0002,2,599,15,179.7,1018.3
QI023436,QTN07770,PRD0009,465,149,5,3464.25,65820.75
QI023437,QTN07771,PRD0007,369,499,0,0.0,184131.0
QI023438,QTN07772,PRD0007,2,499,15,149.7,848.3
QI023439,QTN07772,PRD0016,3,699,0,0.0,2097.0
QI023440,QTN07772,PRD0009,1612,149,10,24018.8,216169.2
QI023441,QTN07773,PRD0010,215,199,5,2139.25,40645.75
QI023442,QTN07774,PRD0002,1,599,10,59.9,539.1
QI023443,QTN07774,PRD0015,2,999,10,199.8,1798.2
