TicketID,AccountID,ContactID,AssignedUserID,Category,Priority,Status,CreatedDate,ResolvedDate
TKT02477,ACC02744,CON008231,USR0061,Billing,Low,In Progress,2023-03-31,
TKT02478,ACC03455,CON010398,USR0048,Billing,Critical,Open,2023-07-28,
TKT02479,ACC02922,CON008762,USR0101,Login Issue,High,Open,2023-05-17,
TKT02480,ACC01312,CON003952,USR0133,Billing,Critical,In Progress,2024-01-05,
TKT02481,ACC03936,CON011850,USR0029,Software Bug,Medium,Closed,2023-05-28,2023-06-01
TKT02482,ACC04948,CON014849,USR0142,Login Issue,Medium,In Progress,2023-02-27,
TKT02483,ACC03460,CON010413,USR0061,Installation,Critical,Open,2024-01-22,
TKT02484,ACC01078,CON003248,USR0048,Installation,Low,Open,2024-01-16,
TKT02485,ACC01591,CON004794,USR0061,Feature Request,Medium,Open,2024-11-09,
TKT02486,ACC02144,CON006412,USR0165,Billing,Medium,In Progress,2023-01-31,
TKT02487,ACC04906,CON014723,USR0188,Login Issue,Low,In Progress,2023-03-22,
TKT02488,ACC01224,CON003667,USR0101,Configuration,Medium,Closed,2024-08-05,2024-08-08
TKT02489,ACC03951,CON011892,USR0165,Installation,High,In Progress,2024-04-26,
TKT02490,ACC00751,CON002222,USR0048,Billing,Critical,Closed,2024-04-26,2024-05-08
TKT02491,ACC03752,CON011283,USR0179,Billing,Low,Open,2024-10-22,
TKT02492,ACC01998,CON005972,USR0048,Installation,Low,Open,2023-06-09,
TKT02493,ACC04596,CON013790,USR0188,Performance,Medium,In Progress,2024-09-10,
TKT02494,ACC03337,CON010041,USR0165,Feature Request,Critical,Closed,2023-01-12,2023-01-26
TKT02495,ACC00425,CON001294,USR0189,Performance,High,Resolved,2024-07-21,2024-08-05
TKT02496,ACC01190,CON003574,USR0133,Software Bug,High,Closed,2023-08-21,2023-09-05
TKT02497,ACC00366,CON001121,USR0165,Installation,Medium,Closed,2023-04-05,2023-04-08
TKT02498,ACC03375,CON010156,USR0180,Software Bug,Critical,Open,2024-02-15,
TKT02499,ACC04605,CON013820,USR0029,Configuration,Critical,Open,2023-07-08,
TKT02500,ACC01365,CON004103,USR0133,Installation,Critical,Resolved,2024-05-03,2024-05-14
TKT02501,ACC01021,CON003071,USR0048,Login Issue,High,In Progress,2024-01-25,
TKT02502,ACC01722,CON005154,USR0101,Billing,Low,Closed,2024-10-24,2024-10-28
TKT02503,ACC00213,CON000645,USR0061,Billing,High,Open,2023-04-17,
TKT02504,ACC04609,CON013829,USR0101,Billing,Medium,In Progress,2023-01-29,
TKT02505,ACC03130,CON009386,USR0061,Login Issue,Medium,Open,2024-07-08,
TKT02506,ACC03413,CON010268,USR0033,Configuration,High,Open,2024-09-03,
TKT02507,ACC04976,CON014938,USR0048,Installation,Low,In Progress,2023-07-12,
TKT02508,ACC01886,CON005627,USR0133,Performance,Low,Resolved,2023-09-04,2023-09-06
TKT02509,ACC01324,CON003987,USR0048,Login Issue,High,Closed,2024-07-31,2024-08-01
TKT02510,ACC03587,CON010785,USR0180,Billing,High,Resolved,2023-04-06,2023-04-07
TKT02511,ACC02313,CON006930,USR0148,Billing,Critical,In Progress,2024-02-12,
TKT02512,ACC01229,CON003687,USR0142,Installation,Low,In Progress,2023-12-31,
TKT02513,ACC04811,CON014441,USR0101,Installation,Low,Closed,2023-12-06,2023-12-21
TKT02514,ACC02804,CON008403,USR0189,Login Issue,Critical,In Progress,2024-05-29,
TKT02515,ACC01043,CON003145,USR0061,Billing,Medium,Open,2024-05-03,
TKT02516,ACC02253,CON006753,USR0189,Installation,Low,Closed,2023-06-05,2023-06-07
TKT02517,ACC04788,CON014376,USR0188,Configuration,Medium,In Progress,2023-08-26,
TKT02518,ACC04065,CON012219,USR0101,Configuration,Medium,Resolved,2023-06-14,2023-06-22
TKT02519,ACC01598,CON004805,USR0165,Performance,Critical,Resolved,2023-12-14,2023-12-20
TKT02520,ACC04369,CON013096,USR0180,Software Bug,Low,Closed,2023-02-10,2023-02-14
TKT02521,ACC01823,CON005460,USR0061,Configuration,Low,Closed,2023-06-06,2023-06-08
TKT02522,ACC03117,CON009343,USR0188,Configuration,Low,Resolved,2023-05-27,2023-06-05
TKT02523,ACC03498,CON010535,USR0188,Feature Request,High,Open,2024-05-25,
TKT02524,ACC04857,CON014583,USR0142,Login Issue,High,Resolved,2023-06-23,2023-06-26
TKT02525,ACC00118,CON000354,USR0148,Login Issue,Low,Resolved,2024-08-13,2024-08-19
TKT02526,ACC02557,CON007650,USR0189,Feature Request,High,Closed,2023-07-03,2023-07-08
TKT02527,ACC03277,CON009859,USR0148,Login Issue,Critical,In Progress,2024-03-28,
TKT02528,ACC03080,CON009256,USR0061,Billing,Critical,Resolved,2023-02-10,2023-02-24
TKT02529,ACC00971,CON002928,USR0033,Feature Request,High,In Progress,2024-02-23,
TKT02530,ACC03167,CON009506,USR0179,Login Issue,Critical,Resolved,2024-06-08,2024-06-14
TKT02531,ACC02243,CON006722,USR0179,Installation,Low,Closed,2024-06-02,2024-06-07
TKT02532,ACC04730,CON014191,USR0033,Installation,Medium,Open,2024-09-27,
TKT02533,ACC04345,CON013027,USR0033,Software Bug,Low,Open,2024-07-28,
TKT02534,ACC04978,CON014946,USR0033,Performance,Critical,Closed,2023-10-25,2023-10-28
TKT02535,ACC02061,CON006169,USR0048,Feature Request,Critical,In Progress,2023-03-16,
TKT02536,ACC00763,CON002267,USR0188,Billing,Critical,Open,2024-11-16,
TKT02537,ACC03339,CON010049,USR0033,Login Issue,Medium,Closed,2024-04-24,2024-04-26
TKT02538,ACC00105,CON000310,USR0142,Feature Request,Medium,Closed,2023-04-21,2023-05-04
TKT02539,ACC03052,CON009171,USR0133,Billing,High,Resolved,2024-02-16,2024-02-18
TKT02540,ACC01070,CON003224,USR0101,Installation,Critical,Closed,2024-09-10,2024-09-14
TKT02541,ACC03580,CON010764,USR0101,Login Issue,Medium,Resolved,2023-04-28,2023-05-06
TKT02542,ACC00020,CON000050,USR0180,Installation,Medium,In Progress,2024-04-26,
TKT02543,ACC02809,CON008422,USR0189,Performance,Critical,Open,2023-11-24,
TKT02544,ACC02796,CON008388,USR0048,Feature Request,Critical,Resolved,2023-03-05,2023-03-18
TKT02545,ACC01044,CON003147,USR0148,Software Bug,Low,Open,2023-08-07,
TKT02546,ACC01842,CON005511,USR0142,Billing,Medium,Closed,2024-12-01,2024-12-06
TKT02547,ACC01851,CON005531,USR0148,Login Issue,High,In Progress,2023-03-27,
TKT02548,ACC03276,CON009856,USR0180,Billing,Critical,Open,2024-02-19,
TKT02549,ACC02190,CON006552,USR0180,Installation,High,In Progress,2024-03-05,
TKT02550,ACC01484,CON004487,USR0180,Login Issue,Critical,Open,2023-07-08,
TKT02551,ACC00409,CON001243,USR0179,Software Bug,High,Resolved,2023-12-17,2023-12-20
TKT02552,ACC02298,CON006885,USR0101,Performance,Medium,Closed,2024-03-05,2024-03-13
TKT02553,ACC03504,CON010556,USR0165,Installation,Critical,Resolved,2024-03-23,2024-04-07
TKT02554,ACC00231,CON000702,USR0188,Login Issue,Medium,In Progress,2023-01-11,
TKT02555,ACC01026,CON003090,USR0180,Software Bug,Critical,Resolved,2023-11-28,2023-11-29
TKT02556,ACC01786,CON005356,USR0048,Billing,Low,Closed,2023-06-01,2023-06-15
TKT02557,ACC03847,CON011573,USR0101,Performance,Low,Closed,2024-11-21,2024-11-26
TKT02558,ACC01566,CON004730,USR0189,Installation,Critical,In Progress,2024-04-06,
TKT02559,ACC00814,CON002435,USR0033,Login Issue,Medium,Open,2024-10-16,
TKT02560,ACC02020,CON006036,USR0179,Performance,Medium,Closed,2023-07-12,2023-07-24
TKT02561,ACC01885,CON005623,USR0180,Billing,Medium,Closed,2024-09-07,2024-09-11
TKT02562,ACC01342,CON004043,USR0133,Billing,High,Open,2023-07-15,
TKT02563,ACC01036,CON003121,USR0101,Billing,Low,Resolved,2023-01-17,2023-02-01
TKT02564,ACC01403,CON004232,USR0033,Feature Request,High,Closed,2024-05-26,2024-06-02
TKT02565,ACC03276,CON009857,USR0188,Configuration,High,Closed,2023-12-27,2024-01-05
TKT02566,ACC04002,CON012038,USR0189,Feature Request,Critical,In Progress,2023-04-27,
TKT02567,ACC04684,CON014057,USR0180,Performance,Medium,In Progress,2024-01-18,
TKT02568,ACC00858,CON002577,USR0133,Billing,Critical,Closed,2024-07-09,2024-07-16
TKT02569,ACC01322,CON003982,USR0133,Performance,Low,Resolved,2024-10-11,2024-10-23
TKT02570,ACC03585,CON010777,USR0133,Login Issue,Low,Open,2023-03-31,
TKT02571,ACC02004,CON005990,USR0188,Feature Request,Low,Closed,2024-09-23,2024-09-25
TKT02572,ACC00194,CON000581,USR0142,Performance,Low,Closed,2024-10-10,2024-10-19
TKT02573,ACC04183,CON012571,USR0148,Feature Request,Medium,Resolved,2024-11-14,2024-11-28
TKT02574,ACC02929,CON008786,USR0189,Feature Request,Low,Closed,2023-08-17,2023-08-26
TKT02575,ACC03980,CON011980,USR0133,Billing,Critical,Closed,2023-07-20,2023-07-22
TKT02576,ACC00866,CON002606,USR0179,Billing,Medium,Closed,2024-02-27,2024-02-28
TKT02577,ACC00967,CON002916,USR0180,Installation,High,Resolved,2024-06-03,2024-06-08
TKT02578,ACC01830,CON005481,USR0061,Software Bug,Low,Closed,2023-11-11,2023-11-22
TKT02579,ACC02231,CON006678,USR0188,Login Issue,Low,Open,2024-02-29,
TKT02580,ACC03656,CON010993,USR0188,Configuration,High,Resolved,2023-06-07,2023-06-21
TKT02581,ACC04478,CON013443,USR0142,Performance,Critical,In Progress,2023-12-10,
TKT02582,ACC04234,CON012717,USR0061,Performance,Critical,Closed,2023-09-05,2023-09-09
TKT02583,ACC01181,CON003551,USR0179,Installation,Critical,Closed,2023-02-22,2023-02-25
TKT02584,ACC02771,CON008311,USR0133,Billing,Medium,Closed,2023-06-27,2023-07-12
TKT02585,ACC02354,CON007051,USR0179,Login Issue,Medium,In Progress,2024-03-23,
TKT02586,ACC00868,CON002612,USR0101,Installation,Critical,Open,2024-05-31,
TKT02587,ACC01622,CON004878,USR0048,Performance,Medium,Resolved,2024-10-04,2024-10-18
TKT02588,ACC01545,CON004671,USR0180,Login Issue,Low,In Progress,2023-11-27,
TKT02589,ACC04142,CON012454,USR0061,Installation,Medium,Closed,2023-01-27,2023-01-28
TKT02590,ACC01091,CON003288,USR0133,Performance,Critical,Open,2023-01-29,
TKT02591,ACC02088,CON006250,USR0188,Feature Request,High,In Progress,2023-01-26,
TKT02592,ACC00646,CON001916,USR0165,Installation,Medium,In Progress,2023-07-11,
TKT02593,ACC01118,CON003373,USR0048,Performance,Medium,In Progress,2023-11-01,
TKT02594,ACC02336,CON006998,USR0188,Login Issue,High,Resolved,2024-01-23,2024-02-03
TKT02595,ACC00526,CON001565,USR0142,Installation,Low,In Progress,2023-03-26,
TKT02596,ACC00948,CON002854,USR0165,Login Issue,Critical,Open,2024-10-15,
TKT02597,ACC04363,CON013079,USR0180,Login Issue,Medium,Open,2024-09-02,
TKT02598,ACC03502,CON010549,USR0133,Software Bug,Low,Resolved,2023-10-17,2023-11-01
TKT02599,ACC02891,CON008658,USR0189,Billing,Medium,Closed,2023-03-21,2023-04-04
TKT02600,ACC02381,CON007128,USR0048,Feature Request,Low,Open,2024-02-05,
TKT02601,ACC04576,CON013723,USR0188,Feature Request,Low,Open,2024-02-28,
TKT02602,ACC03242,CON009747,USR0165,Billing,Critical,Closed,2023-08-04,2023-08-11
TKT02603,ACC00679,CON002030,USR0142,Billing,Low,In Progress,2023-06-14,
TKT02604,ACC01152,CON003468,USR0142,Login Issue,High,Open,2023-07-02,
TKT02605,ACC04514,CON013543,USR0148,Performance,Low,Closed,2023-12-22,2024-01-01
TKT02606,ACC01585,CON004780,USR0189,Login Issue,Medium,Resolved,2023-06-12,2023-06-27
TKT02607,ACC03014,CON009059,USR0048,Performance,Low,Open,2024-09-12,
TKT02608,ACC00336,CON001023,USR0033,Software Bug,High,In Progress,2024-06-14,
TKT02609,ACC01533,CON004631,USR0061,Login Issue,High,In Progress,2023-04-28,
TKT02610,ACC04042,CON012153,USR0180,Login Issue,Medium,In Progress,2023-05-22,
TKT02611,ACC00698,CON002077,USR0133,Software Bug,Low,Resolved,2023-10-02,2023-10-10
TKT02612,ACC04068,CON012231,USR0189,Installation,Critical,Resolved,2023-12-23,2023-12-31
TKT02613,ACC02211,CON006616,USR0148,Software Bug,High,Closed,2024-03-22,2024-04-06
TKT02614,ACC03627,CON010897,USR0029,Installation,High,In Progress,2023-06-27,
TKT02615,ACC02347,CON007032,USR0180,Performance,High,Open,2024-02-07,
TKT02616,ACC03473,CON010460,USR0189,Installation,Critical,In Progress,2023-06-19,
TKT02617,ACC02986,CON008975,USR0142,Performance,High,Closed,2024-03-19,2024-03-26
TKT02618,ACC04456,CON013364,USR0101,Performance,Critical,Open,2023-11-23,
TKT02619,ACC01789,CON005364,USR0133,Performance,High,In Progress,2024-03-15,
TKT02620,ACC03128,CON009380,USR0029,Feature Request,Medium,Open,2024-01-18,
TKT02621,ACC01725,CON005166,USR0180,Feature Request,High,Resolved,2023-02-04,2023-02-14
TKT02622,ACC04941,CON014826,USR0061,Login Issue,Low,Resolved,2024-09-10,2024-09-17
TKT02623,ACC01875,CON005598,USR0188,Configuration,Medium,Resolved,2023-07-04,2023-07-11
TKT02624,ACC00532,CON001585,USR0180,Login Issue,Medium,In Progress,2024-01-02,
TKT02625,ACC02609,CON007808,USR0048,Software Bug,High,Resolved,2024-11-03,2024-11-09
TKT02626,ACC00205,CON000618,USR0148,Billing,Low,Open,2023-05-06,
TKT02627,ACC04918,CON014765,USR0189,Feature Request,High,In Progress,2023-12-03,
TKT02628,ACC00738,CON002187,USR0133,Feature Request,High,Open,2023-08-27,
TKT02629,ACC01624,CON004882,USR0189,Performance,Medium,In Progress,2024-09-08,
TKT02630,ACC02194,CON006564,USR0165,Performance,Low,Resolved,2023-04-16,2023-04-28
TKT02631,ACC02514,CON007520,USR0189,Configuration,Critical,Closed,2024-08-10,2024-08-21
TKT02632,ACC04574,CON013720,USR0142,Software Bug,Low,Resolved,2023-11-22,2023-11-26
TKT02633,ACC01674,CON005026,USR0180,Billing,Critical,Closed,2024-05-20,2024-05-21
TKT02634,ACC01606,CON004835,USR0048,Feature Request,Medium,Open,2023-05-03,
TKT02635,ACC01443,CON004343,USR0101,Feature Request,Medium,Resolved,2024-09-07,2024-09-17
TKT02636,ACC02238,CON006699,USR0101,Billing,Low,Open,2024-08-13,
TKT02637,ACC00103,CON000308,USR0101,Feature Request,High,Open,2024-10-21,
TKT02638,ACC02651,CON007936,USR0142,Performance,Low,Closed,2023-05-15,2023-05-16
TKT02639,ACC02489,CON007445,USR0029,Login Issue,Critical,Open,2023-12-12,
TKT02640,ACC01505,CON004555,USR0133,Billing,High,Closed,2023-04-08,2023-04-20
TKT02641,ACC00721,CON002139,USR0061,Login Issue,High,Resolved,2023-11-21,2023-11-28
TKT02642,ACC00606,CON001813,USR0133,Feature Request,High,Open,2024-05-20,
TKT02643,ACC01323,CON003985,USR0179,Installation,Low,Closed,2024-04-10,2024-04-24
TKT02644,ACC01206,CON003621,USR0180,Login Issue,Medium,Open,2024-01-18,
TKT02645,ACC03785,CON011389,USR0148,Software Bug,Low,Open,2023-02-18,
TKT02646,ACC00653,CON001939,USR0179,Software Bug,Low,Closed,2023-11-27,2023-12-01
TKT02647,ACC00167,CON000498,USR0142,Performance,Low,Resolved,2023-07-15,2023-07-29
TKT02648,ACC02924,CON008768,USR0029,Configuration,Low,Resolved,2023-02-23,2023-03-10
TKT02649,ACC01303,CON003929,USR0180,Billing,Low,Open,2023-04-24,
TKT02650,ACC04906,CON014724,USR0029,Performance,Critical,Resolved,2023-09-28,2023-10-10
TKT02651,ACC00918,CON002769,USR0033,Software Bug,Critical,In Progress,2023-10-04,
TKT02652,ACC03349,CON010080,USR0189,Billing,Medium,In Progress,2023-05-03,
TKT02653,ACC00669,CON001995,USR0148,Feature Request,Low,Closed,2024-08-21,2024-09-01
TKT02654,ACC02050,CON006127,USR0142,Performance,Critical,In Progress,2024-06-18,
TKT02655,ACC03830,CON011531,USR0179,Billing,Critical,Closed,2024-11-08,2024-11-13
TKT02656,ACC03377,CON010161,USR0061,Billing,High,Open,2023-08-20,
TKT02657,ACC04293,CON012877,USR0165,Configuration,Medium,Resolved,2023-03-26,2023-04-04
TKT02658,ACC00564,CON001685,USR0048,Installation,Low,In Progress,2024-11-06,
TKT02659,ACC01624,CON004883,USR0029,Software Bug,Low,Closed,2023-03-18,2023-03-19
TKT02660,ACC00527,CON001569,USR0188,Feature Request,Critical,In Progress,2024-11-17,
TKT02661,ACC02712,CON008123,USR0061,Billing,Medium,Closed,2023-07-12,2023-07-14
TKT02662,ACC00244,CON000738,USR0048,Billing,Critical,Resolved,2024-08-27,2024-09-09
TKT02663,ACC02891,CON008658,USR0101,Configuration,Low,In Progress,2024-11-02,
TKT02664,ACC01956,CON005834,USR0048,Billing,Critical,In Progress,2023-05-14,
TKT02665,ACC02301,CON006890,USR0189,Configuration,Critical,In Progress,2024-04-08,
TKT02666,ACC02693,CON008067,USR0180,Billing,Critical,Open,2023-07-12,
TKT02667,ACC00399,CON001209,USR0142,Performance,Low,Resolved,2023-06-18,2023-07-02
TKT02668,ACC04580,CON013733,USR0148,Login Issue,Low,Closed,2023-05-31,2023-06-15
TKT02669,ACC03629,CON010902,USR0180,Feature Request,Medium,Open,2023-09-04,
TKT02670,ACC00569,CON001704,USR0188,Feature Request,Critical,Open,2023-10-01,
TKT02671,ACC03918,CON011787,USR0165,Performance,Low,Resolved,2023-12-27,2023-12-29
TKT02672,ACC00989,CON002983,USR0033,Software Bug,Critical,Closed,2023-12-29,2024-01-02
TKT02673,ACC03358,CON010108,USR0180,Billing,Low,Closed,2024-05-29,2024-06-07
TKT02674,ACC00179,CON000533,USR0061,Login Issue,Low,Resolved,2024-03-27,2024-04-02
TKT02675,ACC03523,CON010605,USR0189,Feature Request,Medium,Closed,2024-10-26,2024-11-07
TKT02676,ACC01808,CON005423,USR0133,Feature Request,Medium,In Progress,2023-10-29,
TKT02677,ACC01221,CON003656,USR0101,Performance,Critical,Resolved,2024-08-31,2024-09-09
TKT02678,ACC00141,CON000425,USR0165,Installation,Low,Closed,2024-06-15,2024-06-17
TKT02679,ACC04326,CON012971,USR0048,Login Issue,Medium,In Progress,2024-10-23,
TKT02680,ACC02205,CON006596,USR0142,Login Issue,High,Open,2023-04-28,
TKT02681,ACC04661,CON013985,USR0165,Performance,Low,Open,2023-09-02,
TKT02682,ACC04337,CON013001,USR0189,Performance,Critical,In Progress,2023-10-10,
TKT02683,ACC00498,CON001492,USR0133,Software Bug,High,Closed,2024-02-06,2024-02-08
TKT02684,ACC00499,CON001494,USR0189,Software Bug,Medium,In Progress,2024-05-22,
TKT02685,ACC00831,CON002488,USR0180,Performance,High,Resolved,2023-12-22,2024-01-03
TKT02686,ACC04359,CON013070,USR0148,Software Bug,Critical,Open,2023-01-04,
TKT02687,ACC03996,CON012020,USR0189,Software Bug,High,In Progress,2023-11-09,
TKT02688,ACC04575,CON013722,USR0148,Software Bug,Medium,Open,2024-11-28,
TKT02689,ACC02301,CON006891,USR0188,Login Issue,Critical,Closed,2023-12-07,2023-12-10
TKT02690,ACC02164,CON006479,USR0179,Software Bug,High,Resolved,2024-03-14,2024-03-15
TKT02691,ACC04402,CON013192,USR0188,Installation,Low,In Progress,2023-03-20,
TKT02692,ACC03413,CON010269,USR0029,Performance,Low,Resolved,2024-08-31,2024-09-08
TKT02693,ACC00105,CON000314,USR0048,Feature Request,Low,In Progress,2024-05-15,
TKT02694,ACC01800,CON005401,USR0148,Performance,High,Open,2023-02-16,
TKT02695,ACC03389,CON010196,USR0133,Configuration,Medium,In Progress,2023-08-22,
TKT02696,ACC03546,CON010681,USR0033,Billing,High,Open,2023-04-07,
TKT02697,ACC02609,CON007808,USR0148,Billing,High,Closed,2024-04-08,2024-04-20
TKT02698,ACC02573,CON007692,USR0165,Billing,Critical,Closed,2024-11-10,2024-11-15
TKT02699,ACC00494,CON001479,USR0180,Installation,High,Resolved,2023-01-14,2023-01-19
TKT02700,ACC03499,CON010539,USR0033,Billing,Low,Closed,2024-06-14,2024-06-16
TKT02701,ACC02997,CON009006,USR0048,Software Bug,Medium,Closed,2023-06-01,2023-06-15
TKT02702,ACC03635,CON010919,USR0165,Software Bug,Critical,Closed,2024-01-01,2024-01-02
TKT02703,ACC01361,CON004092,USR0189,Installation,Low,In Progress,2024-01-04,
TKT02704,ACC04313,CON012938,USR0179,Login Issue,High,Closed,2023-07-18,2023-07-29
TKT02705,ACC00424,CON001291,USR0148,Performance,Medium,Closed,2024-10-03,2024-10-18
TKT02706,ACC00290,CON000880,USR0148,Billing,Critical,Resolved,2023-09-29,2023-10-14
TKT02707,ACC01744,CON005227,USR0029,Billing,Medium,Closed,2024-08-26,2024-08-31
TKT02708,ACC00857,CON002572,USR0142,Performance,Low,Resolved,2023-02-12,2023-02-26
TKT02709,ACC01664,CON004995,USR0165,Configuration,High,Closed,2024-03-19,2024-03-29
TKT02710,ACC02732,CON008186,USR0029,Login Issue,Critical,Open,2023-10-23,
TKT02711,ACC03142,CON009427,USR0148,Software Bug,High,Closed,2023-05-31,2023-06-11
TKT02712,ACC02993,CON008996,USR0179,Billing,Critical,In Progress,2024-09-30,
TKT02713,ACC01720,CON005146,USR0148,Configuration,High,Open,2023-10-23,
TKT02714,ACC03493,CON010524,USR0101,Software Bug,High,Closed,2023-01-16,2023-01-17
TKT02715,ACC01052,CON003170,USR0133,Login Issue,Critical,Open,2024-08-30,
TKT02716,ACC03515,CON010586,USR0189,Feature Request,High,Open,2023-11-10,
TKT02717,ACC03123,CON009364,USR0133,Login Issue,High,Open,2024-11-07,
TKT02718,ACC02546,CON007623,USR0142,Billing,Medium,Resolved,2023-05-22,2023-06-06
TKT02719,ACC00971,CON002927,USR0180,Installation,Medium,Resolved,2023-03-30,2023-04-02
TKT02720,ACC04793,CON014390,USR0188,Billing,Medium,Open,2024-03-18,
TKT02721,ACC01014,CON003054,USR0179,Billing,Medium,Closed,2023-02-02,2023-02-17
TKT02722,ACC00338,CON001029,USR0165,Feature Request,Low,Closed,2024-11-25,2024-12-02
TKT02723,ACC02622,CON007857,USR0061,Billing,Medium,Resolved,2023-09-25,2023-10-05
TKT02724,ACC03369,CON010136,USR0142,Billing,Medium,Closed,2024-07-31,2024-08-11
TKT02725,ACC01329,CON003998,USR0101,Billing,Medium,In Progress,2024-11-30,
TKT02726,ACC02603,CON007787,USR0165,Billing,High,In Progress,2024-03-02,
TKT02727,ACC02854,CON008548,USR0189,Installation,Critical,Resolved,2023-03-29,2023-04-08
TKT02728,ACC03591,CON010794,USR0148,Feature Request,Critical,In Progress,2024-07-12,
TKT02729,ACC00857,CON002572,USR0189,Performance,Critical,In Progress,2023-04-09,
TKT02730,ACC04057,CON012203,USR0101,Billing,Critical,Resolved,2023-11-17,2023-11-25
TKT02731,ACC00930,CON002806,USR0189,Feature Request,Low,Closed,2024-04-22,2024-04-29
TKT02732,ACC02406,CON007198,USR0133,Configuration,Critical,Open,2024-07-26,
TKT02733,ACC00583,CON001742,USR0029,Performance,High,In Progress,2023-04-01,
TKT02734,ACC02784,CON008351,USR0101,Performance,High,Resolved,2023-09-06,2023-09-09
TKT02735,ACC04903,CON014710,USR0029,Feature Request,Low,Closed,2023-02-24,2023-02-27
TKT02736,ACC00945,CON002845,USR0148,Login Issue,Low,Closed,2024-04-18,2024-05-02
TKT02737,ACC03601,CON010825,USR0029,Installation,Low,Resolved,2023-02-26,2023-03-12
TKT02738,ACC04201,CON012617,USR0142,Configuration,High,Open,2023-12-08,
TKT02739,ACC00787,CON002344,USR0165,Billing,Low,Closed,2024-08-02,2024-08-14
TKT02740,ACC04523,CON013573,USR0148,Installation,Medium,Open,2023-05-05,
TKT02741,ACC04543,CON013623,USR0033,Performance,Critical,In Progress,2024-06-12,
TKT02742,ACC03917,CON011786,USR0188,Installation,Medium,In Progress,2023-05-20,
TKT02743,ACC03134,CON009399,USR0188,Login Issue,Critical,Resolved,2023-11-05,2023-11-17
TKT02744,ACC03855,CON011596,USR0189,Login Issue,Low,In Progress,2024-09-30,
TKT02745,ACC02397,CON007168,USR0165,Performance,Low,In Progress,2023-01-01,
TKT02746,ACC04093,CON012303,USR0188,Software Bug,Medium,Open,2024-06-16,
TKT02747,ACC01501,CON004536,USR0048,Configuration,Critical,Closed,2023-04-17,2023-04-18
TKT02748,ACC01159,CON003493,USR0142,Login Issue,High,Open,2024-02-05,
TKT02749,ACC01006,CON003037,USR0101,Configuration,Medium,Closed,2024-02-19,2024-02-22
TKT02750,ACC01360,CON004090,USR0188,Performance,Critical,Resolved,2024-07-13,2024-07-27
TKT02751,ACC03008,CON009045,USR0133,Feature Request,Medium,Open,2024-11-04,
TKT02752,ACC00880,CON002647,USR0029,Software Bug,Medium,Open,2024-10-13,
TKT02753,ACC02009,CON005999,USR0148,Software Bug,Medium,In Progress,2024-11-04,
TKT02754,ACC02393,CON007158,USR0165,Billing,Low,Closed,2024-05-02,2024-05-07
TKT02755,ACC03634,CON010918,USR0179,Installation,High,Closed,2024-08-25,2024-08-31
TKT02756,ACC00182,CON000542,USR0188,Configuration,Low,Closed,2024-02-05,2024-02-17
TKT02757,ACC01051,CON003168,USR0029,Feature Request,Medium,Closed,2024-04-20,2024-05-04
TKT02758,ACC04919,CON014769,USR0180,Login Issue,Critical,Resolved,2023-01-29,2023-02-06
TKT02759,ACC04965,CON014899,USR0188,Installation,Critical,Resolved,2023-01-12,2023-01-13
TKT02760,ACC01493,CON004511,USR0033,Feature Request,Critical,Resolved,2023-02-13,2023-02-16
TKT02761,ACC04129,CON012417,USR0142,Software Bug,High,Open,2023-10-11,
TKT02762,ACC03186,CON009572,USR0033,Billing,Critical,In Progress,2024-05-27,
TKT02763,ACC04458,CON013369,USR0048,Software Bug,Medium,Open,2024-06-09,
TKT02764,ACC00126,CON000377,USR0048,Installation,Medium,Resolved,2023-12-27,2024-01-04
TKT02765,ACC00795,CON002363,USR0033,Feature Request,Low,Resolved,2023-10-13,2023-10-28
TKT02766,ACC04837,CON014514,USR0189,Feature Request,Medium,Closed,2024-10-22,2024-10-29
TKT02767,ACC03929,CON011831,USR0142,Installation,High,Resolved,2024-08-12,2024-08-15
TKT02768,ACC04838,CON014519,USR0189,Performance,Critical,Resolved,2024-08-25,2024-09-04
TKT02769,ACC03251,CON009773,USR0033,Login Issue,Medium,Open,2023-03-11,
TKT02770,ACC04573,CON013719,USR0033,Installation,Low,Open,2023-08-26,
TKT02771,ACC02841,CON008509,USR0165,Configuration,Medium,Closed,2024-05-26,2024-06-01
TKT02772,ACC04029,CON012107,USR0148,Software Bug,Critical,Open,2023-08-31,
TKT02773,ACC03206,CON009632,USR0101,Login Issue,High,Open,2024-03-06,
TKT02774,ACC03147,CON009439,USR0188,Configuration,Low,Open,2023-04-28,
TKT02775,ACC03697,CON011117,USR0033,Installation,Low,Resolved,2024-03-28,2024-04-07
TKT02776,ACC04680,CON014043,USR0179,Installation,Critical,Resolved,2023-06-28,2023-06-30
TKT02777,ACC01222,CON003659,USR0133,Installation,Medium,In Progress,2024-01-22,
TKT02778,ACC01123,CON003387,USR0179,Feature Request,High,Resolved,2023-07-20,2023-07-28
TKT02779,ACC04309,CON012924,USR0133,Installation,Medium,In Progress,2023-08-19,
TKT02780,ACC01382,CON004167,USR0188,Login Issue,Low,In Progress,2024-03-20,
TKT02781,ACC02476,CON007403,USR0133,Software Bug,Low,Open,2024-10-06,
TKT02782,ACC04910,CON014737,USR0189,Billing,Critical,Open,2023-05-24,
