InvoiceID,OrderID,InvoiceDate,DueDate,SubTotal,Tax,TotalAmount,PaymentTerms,InvoiceStatus
INV03600,ORD03600,21-06-2023,21-07-2023,34465.6,6203.81,40669.41,Net 30,Paid
INV03601,ORD03601,31-08-2023,15-09-2023,76365.75,13745.83,90111.58,Net 15,Paid
INV03602,ORD03602,18-05-2023,17-06-2023,122292,22012.56,144304.56,Net 30,Paid
INV03603,ORD03603,01-09-2023,01-10-2023,156443.4,28159.81,184603.21,Net 30,Paid
INV03604,ORD03604,17-05-2025,01-06-2025,96392.7,17350.69,113743.39,Net 15,Paid
INV03605,ORD03605,14-05-2025,29-05-2025,101310.15,18235.83,119545.98,Net 15,Paid
INV03606,ORD03606,28-04-2025,28-05-2025,164547.2,29618.5,194165.7,Net 30,Paid
INV03607,ORD03607,13-05-2025,28-05-2025,216419.5,38955.51,255375.01,Net 15,Paid
INV03608,ORD03608,21-05-2025,05-07-2025,208243.2,37483.78,245726.98,Net 45,Overdue
INV03609,ORD03609,17-05-2025,16-06-2025,40236.8,7242.62,47479.42,Net 30,Pending
INV03610,ORD03610,15-05-2025,30-05-2025,259150.25,46647.04,305797.29,Net 15,Paid
INV03611,ORD03611,02-05-2025,17-05-2025,83918.2,15105.28,99023.48,Net 15,Paid
INV03612,ORD03612,21-05-2025,05-07-2025,23983.9,4317.1,28301,Net 45,Overdue
INV03613,ORD03613,08-05-2025,22-06-2025,86398.3,15551.69,101949.99,Net 45,Paid
INV03614,ORD03614,20-05-2025,19-06-2025,101556.9,18280.24,119837.14,Net 30,Paid
INV03615,ORD03615,14-05-2025,29-05-2025,10367.8,1866.2,12234,Net 15,Pending
INV03616,ORD03616,25-04-2025,10-05-2025,146131.8,26303.72,172435.52,Net 15,Pending
INV03617,ORD03617,06-05-2025,05-06-2025,9040.1,1627.22,10667.32,Net 30,Paid
INV03618,ORD03618,23-04-2025,08-05-2025,25726.25,4630.72,30356.97,Net 15,Overdue
INV03619,ORD03619,06-05-2025,05-06-2025,198679,35762.22,234441.22,Net 30,Pending
INV03620,ORD03620,09-05-2025,23-06-2025,266537.7,47976.79,314514.49,Net 45,Pending
INV03621,ORD03621,07-05-2025,06-06-2025,186801.95,33624.35,220426.3,Net 30,Paid
INV03622,ORD03622,28-04-2025,28-05-2025,48296.2,8693.32,56989.52,Net 30,Paid
INV03623,ORD03623,23-04-2025,23-05-2025,238623.65,42952.26,281575.91,Net 30,Paid
INV03624,ORD03624,29-04-2025,14-05-2025,64279.55,11570.32,75849.87,Net 15,Paid
INV03625,ORD03625,07-05-2025,06-06-2025,27048,4868.64,31916.64,Net 30,Paid
INV03626,ORD03626,12-05-2025,27-05-2025,155505.4,27990.97,183496.37,Net 15,Pending
INV03627,ORD03627,03-05-2025,17-06-2025,271921.65,48945.9,320867.55,Net 45,Paid
INV03628,ORD03628,08-05-2025,23-05-2025,255355.2,45963.94,301319.14,Net 15,Paid
INV03629,ORD03629,06-05-2025,20-06-2025,19576.15,3523.71,23099.86,Net 45,Paid
INV03630,ORD03630,18-04-2025,03-05-2025,180429.1,32477.24,212906.34,Net 15,Overdue
INV03631,ORD03631,29-04-2025,13-06-2025,95936.35,17268.54,113204.89,Net 45,Paid
INV03632,ORD03632,19-05-2025,03-06-2025,24506.7,4411.21,28917.91,Net 15,Paid
INV03633,ORD03633,16-05-2025,30-06-2025,170280.5,30650.49,200930.99,Net 45,Overdue
INV03634,ORD03634,15-05-2025,29-06-2025,93496,16829.28,110325.28,Net 45,Paid
INV03635,ORD03635,14-04-2025,29-05-2025,84761.4,15257.05,100018.45,Net 45,Paid
INV03636,ORD03636,13-05-2025,28-05-2025,281793.5,50722.83,332516.33,Net 15,Pending
INV03637,ORD03637,27-04-2025,11-06-2025,74917.8,13485.2,88403,Net 45,Pending
INV03638,ORD03638,20-05-2025,04-07-2025,142428.75,25637.17,168065.92,Net 45,Pending
INV03639,ORD03639,22-05-2025,06-07-2025,52705.5,9486.99,62192.49,Net 45,Pending
INV03640,ORD03640,21-05-2025,20-06-2025,162792.65,29302.68,192095.33,Net 30,Overdue
INV03641,ORD03641,01-05-2025,15-06-2025,53603.55,9648.64,63252.19,Net 45,Overdue
INV03642,ORD03642,18-05-2025,02-06-2025,194127.25,34942.9,229070.15,Net 15,Paid
INV03643,ORD03643,09-05-2025,23-06-2025,260973.25,46975.18,307948.43,Net 45,Paid
INV03644,ORD03644,11-05-2025,10-06-2025,191856.3,34534.13,226390.43,Net 30,Paid
INV03645,ORD03645,18-04-2025,18-05-2025,254739,45853.02,300592.02,Net 30,Overdue
INV03646,ORD03646,02-06-2025,17-07-2025,102690.7,18484.33,121175.03,Net 45,Paid
INV03647,ORD03647,02-05-2025,17-05-2025,67801.1,12204.2,80005.3,Net 15,Paid
INV03648,ORD03648,21-05-2025,20-06-2025,126287.4,22731.73,149019.13,Net 30,Paid
INV03649,ORD03649,02-05-2025,16-06-2025,13966.5,2513.97,16480.47,Net 45,Pending
INV03650,ORD03650,07-05-2025,22-05-2025,234959.35,42292.68,277252.03,Net 15,Overdue
INV03651,ORD03651,13-05-2025,27-06-2025,190691.25,34324.42,225015.67,Net 45,Pending
INV03652,ORD03652,30-04-2025,30-05-2025,267508,48151.44,315659.44,Net 30,Overdue
INV03653,ORD03653,19-04-2025,04-05-2025,132718.45,23889.32,156607.77,Net 15,Paid
INV03654,ORD03654,13-04-2025,13-05-2025,86302.8,15534.5,101837.3,Net 30,Paid
INV03655,ORD03655,18-04-2025,03-05-2025,180118.5,32421.33,212539.83,Net 15,Paid
INV03656,ORD03656,07-05-2025,22-05-2025,168135.1,30264.32,198399.42,Net 15,Paid
INV03657,ORD03657,01-05-2025,16-05-2025,299963.5,53993.43,353956.93,Net 15,Paid
INV03658,ORD03658,19-05-2025,03-06-2025,298499.2,53729.86,352229.06,Net 15,Paid
INV03659,ORD03659,19-04-2025,19-05-2025,135004,24300.72,159304.72,Net 30,Paid
INV03660,ORD03660,20-04-2025,05-05-2025,27319.15,4917.45,32236.6,Net 15,Paid
INV03661,ORD03661,22-04-2025,22-05-2025,233367.4,42006.13,275373.53,Net 30,Paid
INV03662,ORD03662,10-05-2025,09-06-2025,217142.3,39085.61,256227.91,Net 30,Paid
INV03663,ORD03663,02-05-2025,17-05-2025,206484,37167.12,243651.12,Net 15,Paid
INV03664,ORD03664,21-05-2025,05-06-2025,246369.6,44346.53,290716.13,Net 15,Overdue
INV03665,ORD03665,21-05-2025,20-06-2025,175536.9,31596.64,207133.54,Net 30,Paid
INV03666,ORD03666,05-05-2025,19-06-2025,215003.4,38700.61,253704.01,Net 45,Paid
INV03667,ORD03667,22-05-2025,06-07-2025,153471.85,27624.93,181096.78,Net 45,Paid
INV03668,ORD03668,19-05-2025,18-06-2025,171864.9,30935.68,202800.58,Net 30,Paid
INV03669,ORD03669,19-05-2025,18-06-2025,75733.65,13632.06,89365.71,Net 30,Pending
INV03670,ORD03670,17-05-2025,01-06-2025,171076.95,30793.85,201870.8,Net 15,Pending
INV03671,ORD03671,08-05-2025,22-06-2025,234658.75,42238.57,276897.32,Net 45,Overdue
INV03672,ORD03672,11-05-2025,10-06-2025,34104.65,6138.84,40243.49,Net 30,Paid
INV03673,ORD03673,28-04-2025,12-06-2025,104847.7,18872.59,123720.29,Net 45,Pending
INV03674,ORD03674,29-04-2025,29-05-2025,60448.35,10880.7,71329.05,Net 30,Paid
INV03675,ORD03675,14-04-2025,14-05-2025,102402.95,18432.53,120835.48,Net 30,Paid
INV03676,ORD03676,31-05-2025,15-06-2025,244399.45,43991.9,288391.35,Net 15,Paid
INV03677,ORD03677,08-05-2025,22-06-2025,6850.9,1233.16,8084.06,Net 45,Paid
INV03678,ORD03678,11-05-2025,26-05-2025,239258.75,43066.57,282325.32,Net 15,Paid
INV03679,ORD03679,11-05-2025,10-06-2025,28734.95,5172.29,33907.24,Net 30,Overdue
INV03680,ORD03680,02-05-2025,17-05-2025,264328.1,47579.06,311907.16,Net 15,Paid
INV03681,ORD03681,02-06-2025,02-07-2025,77484.4,13947.19,91431.59,Net 30,Paid
INV03682,ORD03682,08-11-2023,23-11-2023,183549.4,33038.89,216588.29,Net 15,Pending
INV03683,ORD03683,03-11-2023,18-12-2023,127579,22964.22,150543.22,Net 45,Paid
INV03684,ORD03684,25-10-2023,09-11-2023,160938.9,28969,189907.9,Net 15,Overdue
INV03685,ORD03685,02-11-2023,17-11-2023,118047.5,21248.55,139296.05,Net 15,Pending
INV03686,ORD03686,15-10-2023,30-10-2023,213627.35,38452.92,252080.27,Net 15,Paid
INV03687,ORD03687,15-11-2023,30-12-2023,190784.55,34341.22,225125.77,Net 45,Pending
INV03688,ORD03688,03-11-2023,18-11-2023,188121.9,33861.94,221983.84,Net 15,Paid
INV03689,ORD03689,22-10-2023,06-12-2023,225648.15,40616.67,266264.82,Net 45,Pending
INV03690,ORD03690,12-10-2023,27-10-2023,247950.2,44631.04,292581.24,Net 15,Paid
INV03691,ORD03691,07-11-2023,07-12-2023,15051.15,2709.21,17760.36,Net 30,Overdue
INV03692,ORD03692,10-10-2023,09-11-2023,178882.4,32198.83,211081.23,Net 30,Paid
INV03693,ORD03693,05-11-2023,20-11-2023,45182.95,8132.93,53315.88,Net 15,Overdue
INV03694,ORD03694,19-10-2023,18-11-2023,31189.4,5614.09,36803.49,Net 30,Paid
INV03695,ORD03695,19-11-2023,03-01-2024,93005.35,16740.96,109746.31,Net 45,Overdue
INV03696,ORD03696,14-11-2023,14-12-2023,71634.85,12894.27,84529.12,Net 30,Paid
INV03697,ORD03697,18-11-2023,02-01-2024,137960.05,24832.81,162792.86,Net 45,Paid
INV03698,ORD03698,17-10-2023,16-11-2023,74367.2,13386.1,87753.3,Net 30,Paid
INV03699,ORD03699,21-11-2023,21-12-2023,60238.15,10842.87,71081.02,Net 30,Overdue
INV03700,ORD03700,20-11-2023,20-12-2023,40915.8,7364.84,48280.64,Net 30,Paid
INV03701,ORD03701,28-11-2023,13-12-2023,122776.05,22099.69,144875.74,Net 15,Paid
INV03702,ORD03702,23-10-2023,07-12-2023,177422.65,31936.08,209358.73,Net 45,Pending
INV03703,ORD03703,21-10-2023,20-11-2023,137547,24758.46,162305.46,Net 30,Paid
INV03704,ORD03704,09-10-2023,24-10-2023,8558.55,1540.54,10099.09,Net 15,Paid
INV03705,ORD03705,11-10-2023,10-11-2023,279049.4,50228.89,329278.29,Net 30,Paid
INV03706,ORD03706,14-10-2023,29-10-2023,55029,9905.22,64934.22,Net 15,Paid
INV03707,ORD03707,25-10-2023,09-12-2023,243677.35,43861.92,287539.27,Net 45,Paid
INV03708,ORD03708,13-10-2023,12-11-2023,231351.9,41643.34,272995.24,Net 30,Paid
INV03709,ORD03709,21-10-2023,05-12-2023,229455.25,41301.94,270757.19,Net 45,Pending
INV03710,ORD03710,13-11-2023,28-12-2023,263787.2,47481.7,311268.9,Net 45,Paid
INV03711,ORD03711,14-10-2023,13-11-2023,105583.9,19005.1,124589,Net 30,Paid
INV03712,ORD03712,14-10-2023,29-10-2023,253160.45,45568.88,298729.33,Net 15,Overdue
INV03713,ORD03713,18-11-2023,02-01-2024,172294.2,31012.96,203307.16,Net 45,Pending
INV03714,ORD03714,13-10-2023,28-10-2023,96857.3,17434.31,114291.61,Net 15,Paid
INV03715,ORD03715,19-10-2023,03-11-2023,283765.95,51077.87,334843.82,Net 15,Paid
INV03716,ORD03716,01-12-2023,16-12-2023,182875.55,32917.6,215793.15,Net 15,Paid
INV03717,ORD03717,01-11-2023,16-12-2023,21526.95,3874.85,25401.8,Net 45,Paid
INV03718,ORD03718,01-11-2023,01-12-2023,242883.3,43718.99,286602.29,Net 30,Overdue
INV03719,ORD03719,02-11-2023,17-12-2023,11033.2,1985.98,13019.18,Net 45,Pending
INV03720,ORD03720,18-11-2023,03-12-2023,5132.4,923.83,6056.23,Net 15,Paid
INV03721,ORD03721,14-11-2023,29-12-2023,120882.75,21758.9,142641.65,Net 45,Paid
INV03722,ORD03722,21-10-2023,20-11-2023,141496.7,25469.41,166966.11,Net 30,Overdue
INV03723,ORD03723,27-10-2023,11-12-2023,193412.4,34814.23,228226.63,Net 45,Pending
INV03724,ORD03724,08-11-2023,23-11-2023,273664.8,49259.66,322924.46,Net 15,Paid
INV03725,ORD03725,05-11-2023,20-12-2023,161225.1,29020.52,190245.62,Net 45,Pending
INV03726,ORD03726,19-10-2023,03-12-2023,161362.15,29045.19,190407.34,Net 45,Paid
INV03727,ORD03727,16-11-2023,16-12-2023,39254.55,7065.82,46320.37,Net 30,Paid
INV03728,ORD03728,27-11-2023,12-12-2023,6093.8,1096.88,7190.68,Net 15,Pending
INV03729,ORD03729,20-10-2023,04-11-2023,195817.8,35247.2,231065,Net 15,Pending
INV03730,ORD03730,09-11-2023,09-12-2023,82909.35,14923.68,97833.03,Net 30,Pending
INV03731,ORD03731,08-11-2023,23-11-2023,46741.5,8413.47,55154.97,Net 15,Paid
INV03732,ORD03732,01-11-2023,01-12-2023,177606,31969.08,209575.08,Net 30,Paid
INV03733,ORD03733,07-10-2023,06-11-2023,19746.8,3554.42,23301.22,Net 30,Pending
INV03734,ORD03734,01-11-2023,16-11-2023,159481.3,28706.63,188187.93,Net 15,Paid
INV03735,ORD03735,30-10-2023,14-11-2023,37212.2,6698.2,43910.4,Net 15,Paid
INV03736,ORD03736,06-10-2023,20-11-2023,103525.2,18634.54,122159.74,Net 45,Paid
INV03737,ORD03737,21-11-2023,05-01-2024,205291.3,36952.43,242243.73,Net 45,Paid
INV03738,ORD03738,23-11-2023,08-12-2023,184525.3,33214.55,217739.85,Net 15,Paid
INV03739,ORD03739,29-09-2023,13-11-2023,183136.9,32964.64,216101.54,Net 45,Paid
INV03740,ORD03740,21-10-2023,05-11-2023,190267.45,34248.14,224515.59,Net 15,Paid
INV03741,ORD03741,17-11-2023,02-12-2023,98236,17682.48,115918.48,Net 15,Pending
INV03742,ORD03742,14-11-2023,29-11-2023,79786.45,14361.56,94148.01,Net 15,Paid
INV03743,ORD03743,27-10-2023,11-12-2023,136149.95,24506.99,160656.94,Net 45,Overdue
INV03744,ORD03744,02-10-2023,16-11-2023,43612.6,7850.27,51462.87,Net 45,Paid
INV03745,ORD03745,17-11-2023,17-12-2023,102450.2,18441.04,120891.24,Net 30,Pending
INV03746,ORD03746,05-10-2023,04-11-2023,160649.1,28916.84,189565.94,Net 30,Paid
INV03747,ORD03747,14-11-2023,29-12-2023,46750.35,8415.06,55165.41,Net 45,Paid
INV03748,ORD03748,16-11-2023,16-12-2023,132634.6,23874.23,156508.83,Net 30,Overdue
INV03749,ORD03749,23-12-2023,22-01-2024,261094.15,46996.95,308091.1,Net 30,Overdue
INV03750,ORD03750,06-01-2024,21-01-2024,113211,20377.98,133588.98,Net 15,Pending
INV03751,ORD03751,22-12-2023,05-02-2024,200999.15,36179.85,237179,Net 45,Overdue
INV03752,ORD03752,22-12-2023,21-01-2024,254251.15,45765.21,300016.36,Net 30,Overdue
INV03753,ORD03753,07-01-2024,21-02-2024,257425.3,46336.55,303761.85,Net 45,Overdue
INV03754,ORD03754,24-12-2023,08-01-2024,42326.95,7618.85,49945.8,Net 15,Pending
INV03755,ORD03755,13-01-2024,12-02-2024,211806.4,38125.15,249931.55,Net 30,Overdue
INV03756,ORD03756,16-01-2024,01-03-2024,21910.6,3943.91,25854.51,Net 45,Pending
INV03757,ORD03757,27-01-2024,11-02-2024,203590,36646.2,240236.2,Net 15,Pending
INV03758,ORD03758,22-01-2024,21-02-2024,209420.7,37695.73,247116.43,Net 30,Paid
INV03759,ORD03759,29-01-2024,14-03-2024,115633.05,20813.95,136447,Net 45,Pending
INV03760,ORD03760,12-01-2024,27-01-2024,97864.95,17615.69,115480.64,Net 15,Paid
INV03761,ORD03761,08-01-2024,22-02-2024,196842,35431.56,232273.56,Net 45,Paid
INV03762,ORD03762,23-01-2024,22-02-2024,34618.9,6231.4,40850.3,Net 30,Paid
INV03763,ORD03763,31-12-2023,30-01-2024,258733.1,46571.96,305305.06,Net 30,Paid
INV03764,ORD03764,14-01-2024,29-01-2024,211271.9,38028.94,249300.84,Net 15,Paid
INV03765,ORD03765,15-01-2024,30-01-2024,155123.85,27922.29,183046.14,Net 15,Pending
INV03766,ORD03766,26-12-2023,25-01-2024,105402.8,18972.5,124375.3,Net 30,Paid
INV03767,ORD03767,20-01-2024,19-02-2024,161178.7,29012.17,190190.87,Net 30,Pending
INV03768,ORD03768,06-01-2024,21-01-2024,34013.95,6122.51,40136.46,Net 15,Paid
INV03769,ORD03769,13-01-2024,28-01-2024,6350.55,1143.1,7493.65,Net 15,Paid
INV03770,ORD03770,19-01-2024,18-02-2024,53744.6,9674.03,63418.63,Net 30,Paid
INV03771,ORD03771,17-01-2024,01-02-2024,52560.05,9460.81,62020.86,Net 15,Pending
INV03772,ORD03772,30-12-2023,13-02-2024,206059.55,37090.72,243150.27,Net 45,Paid
INV03773,ORD03773,14-01-2024,29-01-2024,277714.45,49988.6,327703.05,Net 15,Paid
INV03774,ORD03774,11-01-2024,25-02-2024,216282,38930.76,255212.76,Net 45,Overdue
INV03775,ORD03775,20-01-2024,04-02-2024,242395,43631.1,286026.1,Net 15,Pending
INV03776,ORD03776,01-01-2024,16-01-2024,33383.95,6009.11,39393.06,Net 15,Overdue
INV03777,ORD03777,09-01-2024,24-01-2024,96846.45,17432.36,114278.81,Net 15,Pending
INV03778,ORD03778,28-12-2023,12-01-2024,168349.1,30302.84,198651.94,Net 15,Paid
INV03779,ORD03779,02-01-2024,16-02-2024,188076.45,33853.76,221930.21,Net 45,Paid
INV03780,ORD03780,18-12-2023,17-01-2024,284215.05,51158.71,335373.76,Net 30,Pending
INV03781,ORD03781,23-12-2023,07-01-2024,281458,50662.44,332120.44,Net 15,Paid
INV03782,ORD03782,02-01-2024,17-01-2024,15328.65,2759.16,18087.81,Net 15,Paid
INV03783,ORD03783,29-12-2023,12-02-2024,194704.2,35046.76,229750.96,Net 45,Paid
INV03784,ORD03784,30-12-2023,14-01-2024,259334.6,46680.23,306014.83,Net 15,Paid
INV03785,ORD03785,24-01-2024,08-02-2024,139930,25187.4,165117.4,Net 15,Paid
INV03786,ORD03786,17-01-2024,02-03-2024,294593.2,53026.78,347619.98,Net 45,Overdue
INV03787,ORD03787,10-01-2024,25-01-2024,207853.5,37413.63,245267.13,Net 15,Paid
INV03788,ORD03788,05-01-2024,20-01-2024,102876.45,18517.76,121394.21,Net 15,Paid
INV03789,ORD03789,25-12-2023,09-01-2024,203183.85,36573.09,239756.94,Net 15,Paid
INV03790,ORD03790,25-12-2023,09-01-2024,228026.25,41044.72,269070.97,Net 15,Overdue
INV03791,ORD03791,31-12-2023,30-01-2024,265222.1,47739.98,312962.08,Net 30,Pending
INV03792,ORD03792,26-01-2024,10-02-2024,161219.25,29019.47,190238.72,Net 15,Paid
INV03793,ORD03793,03-01-2024,18-01-2024,228739,41173.02,269912.02,Net 15,Paid
INV03794,ORD03794,03-01-2024,02-02-2024,252353.1,45423.56,297776.66,Net 30,Paid
INV03795,ORD03795,11-01-2024,26-01-2024,278057.9,50050.42,328108.32,Net 15,Paid
INV03796,ORD03796,01-01-2024,16-01-2024,6046.45,1088.36,7134.81,Net 15,Pending
INV03797,ORD03797,30-12-2023,29-01-2024,8790.45,1582.28,10372.73,Net 30,Paid
INV03798,ORD03798,27-12-2023,11-01-2024,136512.4,24572.23,161084.63,Net 15,Pending
INV03799,ORD03799,11-01-2024,25-02-2024,155104.5,27918.81,183023.31,Net 45,Pending
INV03800,ORD03800,20-01-2024,19-02-2024,53041,9547.38,62588.38,Net 30,Paid
INV03801,ORD03801,08-01-2024,07-02-2024,162127.35,29182.92,191310.27,Net 30,Overdue
INV03802,ORD03802,12-12-2023,11-01-2024,10047.3,1808.51,11855.81,Net 30,Overdue
INV03803,ORD03803,25-01-2024,09-02-2024,137170.65,24690.72,161861.37,Net 15,Pending
INV03804,ORD03804,12-01-2024,26-02-2024,158043.9,28447.9,186491.8,Net 45,Paid
INV03805,ORD03805,23-12-2023,22-01-2024,181949.7,32750.95,214700.65,Net 30,Paid
INV03806,ORD03806,12-01-2024,27-01-2024,138399.7,24911.95,163311.65,Net 15,Paid
INV03807,ORD03807,21-01-2024,06-03-2024,39170.05,7050.61,46220.66,Net 45,Paid
INV03808,ORD03808,21-12-2023,20-01-2024,111275.1,20029.52,131304.62,Net 30,Overdue
INV03809,ORD03809,27-01-2024,26-02-2024,269908.45,48583.52,318491.97,Net 30,Paid
INV03810,ORD03810,01-01-2024,31-01-2024,285882,51458.76,337340.76,Net 30,Paid
INV03811,ORD03811,24-12-2023,07-02-2024,103446.9,18620.44,122067.34,Net 45,Pending
INV03812,ORD03812,18-12-2023,02-01-2024,199467,35904.06,235371.06,Net 15,Pending
INV03813,ORD03813,05-01-2024,20-01-2024,228826.4,41188.75,270015.15,Net 15,Paid
INV03814,ORD03814,26-12-2023,25-01-2024,66032.4,11885.83,77918.23,Net 30,Paid
INV03815,ORD03815,17-01-2024,02-03-2024,213847.6,38492.57,252340.17,Net 45,Paid
INV03816,ORD03816,31-12-2023,30-01-2024,102666.25,18479.92,121146.17,Net 30,Paid
INV03817,ORD03817,05-01-2023,04-02-2023,286721.6,51609.89,338331.49,Net 30,Paid
INV03818,ORD03818,24-02-2023,10-04-2023,81136.05,14604.49,95740.54,Net 45,Paid
INV03819,ORD03819,29-04-2023,14-05-2023,263868,47496.24,311364.24,Net 15,Paid
INV03820,ORD03820,16-03-2023,31-03-2023,269125.5,48442.59,317568.09,Net 15,Paid
INV03821,ORD03821,04-02-2023,19-02-2023,217745.6,39194.21,256939.81,Net 15,Overdue
INV03822,ORD03822,17-04-2023,17-05-2023,157051.4,28269.25,185320.65,Net 30,Paid
INV03823,ORD03823,16-02-2023,18-03-2023,179006,32221.08,211227.08,Net 30,Paid
INV03824,ORD03824,24-03-2023,23-04-2023,153746.1,27674.3,181420.4,Net 30,Paid
INV03825,ORD03825,29-01-2023,13-02-2023,22774.05,4099.33,26873.38,Net 15,Pending
INV03826,ORD03826,31-12-2022,14-02-2023,56559.95,10180.79,66740.74,Net 45,Pending
INV03827,ORD03827,28-11-2022,12-01-2023,142640.4,25675.27,168315.67,Net 45,Paid
INV03828,ORD03828,09-02-2023,11-03-2023,205494.3,36988.97,242483.27,Net 30,Paid
INV03829,ORD03829,08-02-2023,25-03-2023,221702.1,39906.38,261608.48,Net 45,Paid
INV03830,ORD03830,11-01-2023,25-02-2023,205872.1,37056.98,242929.08,Net 45,Overdue
INV03831,ORD03831,09-04-2023,24-04-2023,59853.65,10773.66,70627.31,Net 15,Paid
INV03832,ORD03832,14-02-2023,01-03-2023,105975.55,19075.6,125051.15,Net 15,Paid
INV03833,ORD03833,23-01-2023,22-02-2023,148252.5,26685.45,174937.95,Net 30,Paid
INV03834,ORD03834,24-12-2022,23-01-2023,164590.2,29626.24,194216.44,Net 30,Pending
INV03835,ORD03835,03-04-2023,18-05-2023,24391,4390.38,28781.38,Net 45,Pending
INV03836,ORD03836,11-12-2022,10-01-2023,213948,38510.64,252458.64,Net 30,Paid
INV03837,ORD03837,12-04-2023,12-05-2023,228917.2,41205.1,270122.3,Net 30,Pending
INV03838,ORD03838,09-02-2023,24-02-2023,110266.5,19847.97,130114.47,Net 15,Paid
INV03839,ORD03839,20-03-2023,04-04-2023,219114.5,39440.61,258555.11,Net 15,Overdue
INV03840,ORD03840,11-03-2023,25-04-2023,40645.75,7316.23,47961.98,Net 45,Pending
INV03841,ORD03841,02-12-2022,17-12-2022,231569.25,41682.46,273251.71,Net 15,Paid
INV03842,ORD03842,20-12-2022,03-02-2023,223951.2,40311.22,264262.42,Net 45,Overdue
INV03843,ORD03843,13-03-2023,27-04-2023,151676.9,27301.84,178978.74,Net 45,Pending
INV03844,ORD03844,10-02-2023,27-03-2023,17394.8,3131.06,20525.86,Net 45,Paid
INV03845,ORD03845,13-01-2023,28-01-2023,141703.6,25506.65,167210.25,Net 15,Paid
INV03846,ORD03846,26-12-2022,25-01-2023,127921.35,23025.84,150947.19,Net 30,Overdue
INV03847,ORD03847,02-02-2023,04-03-2023,165585,29805.3,195390.3,Net 30,Overdue
INV03848,ORD03848,03-04-2023,18-05-2023,92758.25,16696.49,109454.74,Net 45,Paid
INV03849,ORD03849,13-02-2023,28-02-2023,47873.7,8617.27,56490.97,Net 15,Paid
INV03850,ORD03850,26-03-2023,10-05-2023,61269.2,11028.46,72297.66,Net 45,Overdue
INV03851,ORD03851,06-12-2022,21-12-2022,157542.3,28357.61,185899.91,Net 15,Pending
INV03852,ORD03852,22-04-2023,22-05-2023,242758.25,43696.49,286454.74,Net 30,Paid
INV03853,ORD03853,25-11-2022,25-12-2022,61526.7,11074.81,72601.51,Net 30,Pending
INV03854,ORD03854,06-12-2022,21-12-2022,96846.45,17432.36,114278.81,Net 15,Pending
INV03855,ORD03855,20-04-2023,20-05-2023,85197.8,15335.6,100533.4,Net 30,Paid
INV03856,ORD03856,15-02-2023,02-03-2023,98109.5,17659.71,115769.21,Net 15,Paid
INV03857,ORD03857,26-01-2023,25-02-2023,185946.6,33470.39,219416.99,Net 30,Paid
INV03858,ORD03858,16-12-2022,31-12-2022,245311.15,44156.01,289467.16,Net 15,Paid
INV03859,ORD03859,21-04-2023,06-05-2023,215567.3,38802.11,254369.41,Net 15,Paid
INV03860,ORD03860,09-03-2023,24-03-2023,154284.2,27771.16,182055.36,Net 15,Paid
INV03861,ORD03861,15-03-2023,30-03-2023,230690.3,41524.25,272214.55,Net 15,Paid
INV03862,ORD03862,21-12-2022,04-02-2023,243055.8,43750.04,286805.84,Net 45,Paid
INV03863,ORD03863,11-02-2023,13-03-2023,150576.45,27103.76,177680.21,Net 30,Paid
INV03864,ORD03864,12-12-2022,27-12-2022,214255.35,38565.96,252821.31,Net 15,Overdue
INV03865,ORD03865,11-12-2022,10-01-2023,165202,29736.36,194938.36,Net 30,Pending
INV03866,ORD03866,05-04-2023,20-05-2023,245929.1,44267.24,290196.34,Net 45,Paid
INV03867,ORD03867,17-01-2023,03-03-2023,82856.3,14914.13,97770.43,Net 45,Paid
INV03868,ORD03868,15-01-2023,01-03-2023,83020.1,14943.62,97963.72,Net 45,Pending
INV03869,ORD03869,13-01-2023,12-02-2023,20802.55,3744.46,24547.01,Net 30,Overdue
INV03870,ORD03870,08-04-2023,23-04-2023,11186,2013.48,13199.48,Net 15,Paid
INV03871,ORD03871,02-02-2023,17-02-2023,174994.15,31498.95,206493.1,Net 15,Paid
INV03872,ORD03872,04-02-2023,06-03-2023,137861.2,24815.02,162676.22,Net 30,Paid
INV03873,ORD03873,07-01-2023,06-02-2023,160907.15,28963.29,189870.44,Net 30,Paid
INV03874,ORD03874,14-12-2022,13-01-2023,182426.3,32836.73,215263.03,Net 30,Paid
INV03875,ORD03875,09-04-2023,24-04-2023,198497.55,35729.56,234227.11,Net 15,Overdue
INV03876,ORD03876,08-03-2023,23-03-2023,220889.5,39760.11,260649.61,Net 15,Pending
INV03877,ORD03877,21-02-2023,08-03-2023,233328.1,41999.06,275327.16,Net 15,Pending
INV03878,ORD03878,08-12-2022,22-01-2023,138722,24969.96,163691.96,Net 45,Paid
INV03879,ORD03879,25-12-2022,08-02-2023,155488.1,27987.86,183475.96,Net 45,Pending
INV03880,ORD03880,21-01-2023,20-02-2023,251007.45,45181.34,296188.79,Net 30,Pending
INV03881,ORD03881,01-02-2023,03-03-2023,24597.25,4427.51,29024.76,Net 30,Paid
INV03882,ORD03882,15-03-2023,30-03-2023,226686.95,40803.65,267490.6,Net 15,Overdue
INV03883,ORD03883,14-04-2023,14-05-2023,238846.6,42992.39,281838.99,Net 30,Paid
INV03884,ORD03884,18-03-2023,02-05-2023,119462.4,21503.23,140965.63,Net 45,Paid
