PaymentID,InvoiceID,PaymentDate,PaymentMethod,AmountPaid,BalanceAmount,PaymentStatus
PAY03509,INV03509,2022-10-18,Bank Transfer,112545.33,0.0,Paid
PAY03510,INV03510,2022-11-06,UPI,248534.49,0.0,Paid
PAY03511,INV03511,2022-07-20,Debit Card,54888.57,78093.89,Partial
PAY03512,INV03512,2022-09-13,Cheque,248299.08,0.0,Paid
PAY03513,INV03513,2022-10-01,Debit Card,307125.68,0.0,Paid
PAY03514,INV03514,2022-09-02,Bank Transfer,223862.63,99090.57,Partial
PAY03515,INV03515,,Credit Card,0.0,93336.7,Pending
PAY03516,INV03516,,UPI,0.0,248980.29,Pending
PAY03517,INV03517,,Cheque,0.0,88559.83,Pending
PAY03518,INV03518,2022-08-03,Credit Card,275227.57,0.0,Paid
PAY03519,INV03519,2022-08-10,Credit Card,106569.58,0.0,Paid
PAY03520,INV03520,2022-08-26,Bank Transfer,202670.31,0.0,Paid
PAY03521,INV03521,2022-11-24,Bank Transfer,220479.4,0.0,Paid
PAY03522,INV03522,2022-11-06,Credit Card,256347.57,0.0,Paid
PAY03523,INV03523,2022-11-08,Cheque,109913.46,0.0,Paid
PAY03524,INV03524,2022-10-18,Bank Transfer,221514.08,0.0,Paid
PAY03525,INV03525,,Bank Transfer,0.0,25070.4,Pending
PAY03526,INV03526,2022-12-05,Credit Card,92407.33,0.0,Paid
PAY03527,INV03527,2022-11-19,Cheque,251582.43,0.0,Paid
PAY03528,INV03528,2022-12-08,Debit Card,290864.75,0.0,Paid
PAY03529,INV03529,2022-09-17,UPI,255897.99,0.0,Paid
PAY03530,INV03530,2022-08-05,Credit Card,180984.18,145965.85,Partial
PAY03531,INV03531,2022-08-24,Debit Card,157344.92,0.0,Paid
PAY03532,INV03532,2022-08-17,Cheque,21345.14,0.0,Paid
PAY03533,INV03533,2022-09-09,Credit Card,67123.41,0.0,Paid
PAY03534,INV03534,,Credit Card,0.0,267516.74,Pending
PAY03535,INV03535,2022-12-05,Cheque,291785.5,0.0,Paid
PAY03536,INV03536,2022-08-29,Cheque,13760.86,0.0,Paid
PAY03537,INV03537,2022-09-18,Cheque,7014.1,0.0,Paid
PAY03538,INV03538,2022-12-05,UPI,225992.89,0.0,Paid
PAY03539,INV03539,2022-11-17,Debit Card,177939.16,0.0,Paid
PAY03540,INV03540,2022-09-09,Credit Card,90217.96,0.0,Paid
PAY03541,INV03541,2022-10-20,Cheque,193713.7,0.0,Paid
PAY03542,INV03542,2022-10-27,Bank Transfer,308535.43,0.0,Paid
PAY03543,INV03543,2022-12-06,UPI,105244.79,0.0,Paid
PAY03544,INV03544,2022-11-07,Credit Card,255696.54,59379.8,Partial
PAY03545,INV03545,2022-08-02,Credit Card,280866.85,0.0,Paid
PAY03546,INV03546,2022-08-20,Credit Card,84664.0,0.0,Paid
PAY03547,INV03547,,UPI,0.0,22367.61,Pending
PAY03548,INV03548,2022-09-10,Credit Card,29027.82,0.0,Paid
PAY03549,INV03549,,Bank Transfer,0.0,220793.04,Pending
PAY03550,INV03550,2022-11-25,Cheque,118721.98,0.0,Paid
PAY03551,INV03551,2022-08-13,Cheque,51543.28,0.0,Paid
PAY03552,INV03552,2022-10-26,UPI,196590.12,0.0,Paid
PAY03553,INV03553,2022-11-17,Cheque,157605.58,0.0,Paid
PAY03554,INV03554,2022-09-09,Credit Card,120492.45,0.0,Paid
PAY03555,INV03555,2022-10-29,Credit Card,284353.51,0.0,Paid
PAY03556,INV03556,2023-09-02,UPI,79681.03,141657.94,Partial
PAY03557,INV03557,2023-06-23,Cheque,137791.08,0.0,Paid
PAY03558,INV03558,2023-08-07,Debit Card,234812.51,0.0,Paid
PAY03559,INV03559,2023-08-03,Debit Card,101452.86,0.0,Paid
PAY03560,INV03560,2023-08-16,Cheque,94747.16,0.0,Paid
PAY03561,INV03561,2023-08-09,UPI,103977.15,23731.65,Partial
PAY03562,INV03562,2023-09-16,Bank Transfer,187975.65,0.0,Paid
PAY03563,INV03563,2023-07-22,Credit Card,253651.97,0.0,Paid
PAY03564,INV03564,2023-08-08,Debit Card,123415.14,0.0,Paid
PAY03565,INV03565,2023-07-31,Cheque,27527.34,0.0,Paid
PAY03566,INV03566,2023-07-14,Credit Card,51959.84,6819.97,Partial
PAY03567,INV03567,2023-09-02,Bank Transfer,37843.79,53060.16,Partial
PAY03568,INV03568,,Cheque,0.0,144799.27,Pending
PAY03569,INV03569,2023-07-28,Credit Card,60493.53,45717.15,Partial
PAY03570,INV03570,2023-08-05,Debit Card,201675.81,0.0,Paid
PAY03571,INV03571,2023-04-26,Debit Card,91000.54,0.0,Paid
PAY03572,INV03572,2023-07-07,Cheque,251806.75,0.0,Paid
PAY03573,INV03573,2023-06-12,Cheque,40078.23,0.0,Paid
PAY03574,INV03574,2023-07-03,Cheque,246455.15,0.0,Paid
PAY03575,INV03575,,Debit Card,0.0,149945.2,Pending
PAY03576,INV03576,2023-08-17,UPI,195128.34,0.0,Paid
PAY03577,INV03577,,Credit Card,0.0,91035.82,Pending
PAY03578,INV03578,2023-08-12,Cheque,52820.16,0.0,Paid
PAY03579,INV03579,,Cheque,0.0,154327.42,Pending
PAY03580,INV03580,2023-05-20,Debit Card,146651.76,0.0,Paid
PAY03581,INV03581,2023-08-07,Debit Card,10975.53,0.0,Paid
PAY03582,INV03582,2023-07-10,Credit Card,73751.42,0.0,Paid
PAY03583,INV03583,2023-09-23,Bank Transfer,86431.87,0.0,Paid
PAY03584,INV03584,2023-08-12,Bank Transfer,239877.48,0.0,Paid
PAY03585,INV03585,2023-07-30,Bank Transfer,286525.59,0.0,Paid
PAY03586,INV03586,2023-08-15,Debit Card,84107.74,0.0,Paid
PAY03587,INV03587,2023-07-07,Credit Card,125666.91,83361.3,Partial
PAY03588,INV03588,,Debit Card,0.0,9255.33,Pending
PAY03589,INV03589,2023-05-13,UPI,255808.07,0.0,Paid
PAY03590,INV03590,2023-06-26,Debit Card,11371.9,0.0,Paid
PAY03591,INV03591,2023-07-11,Debit Card,263895.32,0.0,Paid
PAY03592,INV03592,2023-08-21,UPI,71864.06,0.0,Paid
PAY03593,INV03593,2023-07-16,Debit Card,104969.08,0.0,Paid
PAY03594,INV03594,,Cheque,0.0,155500.4,Pending
PAY03595,INV03595,2023-06-19,UPI,68646.03,0.0,Paid
PAY03596,INV03596,2023-07-31,Cheque,62850.87,0.0,Paid
PAY03597,INV03597,2023-08-24,Debit Card,177287.27,0.0,Paid
PAY03598,INV03598,2023-06-26,Credit Card,28206.01,0.0,Paid
PAY03599,INV03599,2023-08-02,Debit Card,207824.67,0.0,Paid
PAY03600,INV03600,2023-07-06,Cheque,40669.41,0.0,Paid
PAY03601,INV03601,2023-09-14,Bank Transfer,90111.58,0.0,Paid
PAY03602,INV03602,2023-06-02,Debit Card,144304.56,0.0,Paid
PAY03603,INV03603,2023-09-13,UPI,184603.21,0.0,Paid
PAY03604,INV03604,2025-06-01,UPI,113743.39,0.0,Paid
PAY03605,INV03605,,UPI,0.0,119545.98,Pending
PAY03606,INV03606,2025-05-16,Bank Transfer,194165.7,0.0,Paid
PAY03607,INV03607,,UPI,0.0,255375.01,Pending
PAY03608,INV03608,2025-05-26,Cheque,245726.98,0.0,Paid
PAY03609,INV03609,,Credit Card,0.0,47479.42,Pending
PAY03610,INV03610,2025-05-27,Credit Card,305797.29,0.0,Paid
PAY03611,INV03611,2025-05-21,Debit Card,99023.48,0.0,Paid
PAY03612,INV03612,2025-06-03,Credit Card,28301.0,0.0,Paid
PAY03613,INV03613,2025-05-09,UPI,101949.99,0.0,Paid
PAY03614,INV03614,2025-06-04,Bank Transfer,98859.23,20977.91,Partial
PAY03615,INV03615,2025-05-23,Bank Transfer,12234.0,0.0,Paid
PAY03616,INV03616,2025-04-29,Debit Card,172435.52,0.0,Paid
PAY03617,INV03617,2025-05-17,Bank Transfer,10667.32,0.0,Paid
PAY03618,INV03618,2025-05-12,Cheque,30356.97,0.0,Paid
PAY03619,INV03619,2025-05-13,Cheque,77790.45,156650.77,Partial
PAY03620,INV03620,2025-05-25,Credit Card,314514.49,0.0,Paid
PAY03621,INV03621,2025-05-12,Debit Card,220426.3,0.0,Paid
PAY03622,INV03622,2025-04-29,UPI,56989.52,0.0,Paid
PAY03623,INV03623,2025-04-30,Bank Transfer,281575.91,0.0,Paid
PAY03624,INV03624,2025-05-04,Cheque,75849.87,0.0,Paid
PAY03625,INV03625,2025-05-15,Credit Card,19529.59,12387.05,Partial
PAY03626,INV03626,2025-05-13,Cheque,183496.37,0.0,Paid
PAY03627,INV03627,2025-05-05,Bank Transfer,320867.55,0.0,Paid
PAY03628,INV03628,2025-05-24,Credit Card,301319.14,0.0,Paid
PAY03629,INV03629,2025-05-24,Debit Card,18596.14,4503.72,Partial
PAY03630,INV03630,2025-05-08,Bank Transfer,150906.37,61999.97,Partial
PAY03631,INV03631,2025-04-30,Credit Card,113204.89,0.0,Paid
PAY03632,INV03632,2025-05-27,Credit Card,28917.91,0.0,Paid
PAY03633,INV03633,2025-06-03,Credit Card,200930.99,0.0,Paid
PAY03634,INV03634,2025-05-25,Debit Card,110325.28,0.0,Paid
PAY03635,INV03635,2025-05-03,UPI,100018.45,0.0,Paid
PAY03636,INV03636,2025-05-22,UPI,332516.33,0.0,Paid
PAY03637,INV03637,2025-05-01,UPI,88403.0,0.0,Paid
PAY03638,INV03638,2025-06-03,Credit Card,168065.92,0.0,Paid
PAY03639,INV03639,2025-06-06,Bank Transfer,62192.49,0.0,Paid
PAY03640,INV03640,2025-05-22,Cheque,192095.33,0.0,Paid
PAY03641,INV03641,2025-05-21,UPI,63252.19,0.0,Paid
PAY03642,INV03642,2025-05-30,Credit Card,229070.15,0.0,Paid
PAY03643,INV03643,2025-05-24,Debit Card,307948.43,0.0,Paid
PAY03644,INV03644,2025-05-17,Debit Card,226390.43,0.0,Paid
PAY03645,INV03645,2025-05-05,Credit Card,300592.02,0.0,Paid
PAY03646,INV03646,2025-06-19,UPI,121175.03,0.0,Paid
PAY03647,INV03647,2025-05-08,Credit Card,80005.3,0.0,Paid
PAY03648,INV03648,2025-06-09,Debit Card,149019.13,0.0,Paid
PAY03649,INV03649,2025-05-07,Debit Card,16480.47,0.0,Paid
PAY03650,INV03650,2025-05-20,Bank Transfer,192708.56,84543.47,Partial
PAY03651,INV03651,,UPI,0.0,225015.67,Pending
PAY03652,INV03652,2025-05-16,Cheque,315659.44,0.0,Paid
PAY03653,INV03653,2025-05-08,Cheque,156607.77,0.0,Paid
PAY03654,INV03654,2025-04-18,Debit Card,62656.45,39180.85,Partial
PAY03655,INV03655,2025-05-07,Debit Card,212539.83,0.0,Paid
PAY03656,INV03656,2025-05-20,Bank Transfer,198399.42,0.0,Paid
PAY03657,INV03657,2025-05-07,Credit Card,353956.93,0.0,Paid
PAY03658,INV03658,2025-05-23,UPI,352229.06,0.0,Paid
PAY03659,INV03659,,UPI,0.0,159304.72,Pending
PAY03660,INV03660,2025-04-28,Credit Card,32236.6,0.0,Paid
PAY03661,INV03661,2025-04-28,UPI,275373.53,0.0,Paid
PAY03662,INV03662,2025-05-13,Bank Transfer,141446.44,114781.47,Partial
PAY03663,INV03663,2025-05-06,Bank Transfer,243651.12,0.0,Paid
PAY03664,INV03664,2025-06-02,Cheque,99927.57,190788.56,Partial
PAY03665,INV03665,2025-05-22,Credit Card,207133.54,0.0,Paid
PAY03666,INV03666,2025-05-20,UPI,253704.01,0.0,Paid
PAY03667,INV03667,2025-06-10,Cheque,181096.78,0.0,Paid
PAY03668,INV03668,2025-05-28,UPI,202800.58,0.0,Paid
PAY03669,INV03669,2025-05-29,Credit Card,89365.71,0.0,Paid
PAY03670,INV03670,2025-05-23,UPI,201870.8,0.0,Paid
PAY03671,INV03671,2025-05-15,Bank Transfer,217420.7,59476.62,Partial
PAY03672,INV03672,2025-05-15,Credit Card,40243.49,0.0,Paid
PAY03673,INV03673,2025-05-03,Bank Transfer,123720.29,0.0,Paid
PAY03674,INV03674,2025-05-13,Cheque,71329.05,0.0,Paid
PAY03675,INV03675,2025-04-17,Debit Card,120835.48,0.0,Paid
PAY03676,INV03676,2025-06-17,UPI,288391.35,0.0,Paid
PAY03677,INV03677,2025-05-15,Cheque,8084.06,0.0,Paid
PAY03678,INV03678,2025-05-23,Cheque,169539.23,112786.09,Partial
PAY03679,INV03679,2025-05-14,UPI,27534.47,6372.77,Partial
PAY03680,INV03680,2025-05-15,Bank Transfer,311907.16,0.0,Paid
PAY03681,INV03681,2025-06-07,Cheque,91431.59,0.0,Paid
PAY03682,INV03682,2023-11-12,UPI,216588.29,0.0,Paid
PAY03683,INV03683,2023-11-23,Cheque,150543.22,0.0,Paid
PAY03684,INV03684,2023-11-02,Debit Card,189907.9,0.0,Paid
PAY03685,INV03685,,Debit Card,0.0,139296.05,Pending
PAY03686,INV03686,2023-10-27,Bank Transfer,252080.27,0.0,Paid
PAY03687,INV03687,2023-11-25,Bank Transfer,88861.15,136264.62,Partial
PAY03688,INV03688,2023-11-11,Cheque,221983.84,0.0,Paid
PAY03689,INV03689,,Cheque,0.0,266264.82,Pending
PAY03690,INV03690,2023-11-01,Bank Transfer,292581.24,0.0,Paid
PAY03691,INV03691,2023-11-11,Cheque,17760.36,0.0,Paid
PAY03692,INV03692,2023-10-19,Bank Transfer,211081.23,0.0,Paid
PAY03693,INV03693,2023-11-19,Debit Card,53315.88,0.0,Paid
PAY03694,INV03694,2023-10-21,Credit Card,36803.49,0.0,Paid
PAY03695,INV03695,2023-11-30,Bank Transfer,109746.31,0.0,Paid
PAY03696,INV03696,2023-11-17,Cheque,84529.12,0.0,Paid
PAY03697,INV03697,,Bank Transfer,0.0,162792.86,Pending
PAY03698,INV03698,2023-10-20,UPI,87753.3,0.0,Paid
PAY03699,INV03699,2023-12-11,Bank Transfer,71081.02,0.0,Paid
PAY03700,INV03700,2023-11-25,Debit Card,28353.43,19927.21,Partial
PAY03701,INV03701,2023-12-14,Cheque,52508.29,92367.45,Partial
PAY03702,INV03702,2023-11-04,UPI,209358.73,0.0,Paid
PAY03703,INV03703,2023-10-29,Bank Transfer,162305.46,0.0,Paid
PAY03704,INV03704,,Bank Transfer,0.0,10099.09,Pending
PAY03705,INV03705,2023-10-29,Cheque,259082.05,70196.24,Partial
PAY03706,INV03706,2023-10-15,Cheque,46049.06,18885.16,Partial
PAY03707,INV03707,2023-11-07,UPI,287539.27,0.0,Paid
PAY03708,INV03708,2023-10-27,UPI,272995.24,0.0,Paid
PAY03709,INV03709,2023-10-25,UPI,270757.19,0.0,Paid
PAY03710,INV03710,2023-12-03,Debit Card,311268.9,0.0,Paid
PAY03711,INV03711,2023-10-25,UPI,124589.0,0.0,Paid
PAY03712,INV03712,,Credit Card,0.0,298729.33,Pending
PAY03713,INV03713,2023-12-07,Bank Transfer,203307.16,0.0,Paid
PAY03714,INV03714,2023-10-31,Cheque,114291.61,0.0,Paid
PAY03715,INV03715,2023-10-20,Credit Card,334843.82,0.0,Paid
PAY03716,INV03716,2023-12-06,UPI,74657.31,141135.84,Partial
PAY03717,INV03717,2023-11-03,Debit Card,25401.8,0.0,Paid
PAY03718,INV03718,2023-11-09,Debit Card,286602.29,0.0,Paid
PAY03719,INV03719,2023-11-15,UPI,13019.18,0.0,Paid
PAY03720,INV03720,2023-11-21,Bank Transfer,6056.23,0.0,Paid
PAY03721,INV03721,2023-12-02,Credit Card,142641.65,0.0,Paid
PAY03722,INV03722,2023-11-02,Credit Card,166966.11,0.0,Paid
PAY03723,INV03723,2023-11-06,Debit Card,228226.63,0.0,Paid
PAY03724,INV03724,2023-11-16,Cheque,153586.12,169338.34,Partial
PAY03725,INV03725,2023-11-23,Cheque,93470.6,96775.02,Partial
PAY03726,INV03726,2023-10-31,UPI,190407.34,0.0,Paid
PAY03727,INV03727,2023-11-25,Bank Transfer,31179.31,15141.06,Partial
PAY03728,INV03728,2023-12-02,Cheque,7190.68,0.0,Paid
PAY03729,INV03729,2023-11-07,Credit Card,231065.0,0.0,Paid
PAY03730,INV03730,2023-11-14,Bank Transfer,97833.03,0.0,Paid
PAY03731,INV03731,,UPI,0.0,55154.97,Pending
PAY03732,INV03732,2023-11-16,Bank Transfer,209575.08,0.0,Paid
PAY03733,INV03733,2023-10-09,Debit Card,23301.22,0.0,Paid
PAY03734,INV03734,2023-11-14,Debit Card,188187.93,0.0,Paid
PAY03735,INV03735,2023-11-08,Cheque,15399.2,28511.2,Partial
PAY03736,INV03736,2023-10-07,UPI,122159.74,0.0,Paid
PAY03737,INV03737,2023-11-23,Credit Card,242243.73,0.0,Paid
PAY03738,INV03738,2023-11-29,UPI,217739.85,0.0,Paid
PAY03739,INV03739,2023-10-09,Bank Transfer,216101.54,0.0,Paid
PAY03740,INV03740,2023-11-02,Bank Transfer,224515.59,0.0,Paid
PAY03741,INV03741,,Debit Card,0.0,115918.48,Pending
PAY03742,INV03742,,Debit Card,0.0,94148.01,Pending
PAY03743,INV03743,2023-10-28,Debit Card,105162.04,55494.9,Partial
PAY03744,INV03744,2023-10-16,Bank Transfer,34630.31,16832.56,Partial
PAY03745,INV03745,2023-11-27,Cheque,76400.42,44490.82,Partial
PAY03746,INV03746,2023-10-24,Cheque,189565.94,0.0,Paid
PAY03747,INV03747,2023-11-27,UPI,25158.76,30006.65,Partial
PAY03748,INV03748,2023-11-21,Bank Transfer,133783.23,22725.6,Partial
PAY03749,INV03749,2024-01-01,Bank Transfer,308091.1,0.0,Paid
PAY03750,INV03750,,Cheque,0.0,133588.98,Pending
PAY03751,INV03751,2024-01-10,UPI,237179.0,0.0,Paid
PAY03752,INV03752,2023-12-31,Debit Card,300016.36,0.0,Paid
PAY03753,INV03753,2024-01-16,Cheque,303761.85,0.0,Paid
PAY03754,INV03754,2024-01-03,Cheque,49945.8,0.0,Paid
PAY03755,INV03755,2024-01-22,Credit Card,249931.55,0.0,Paid
PAY03756,INV03756,2024-01-17,UPI,25854.51,0.0,Paid
PAY03757,INV03757,2024-01-29,Debit Card,240236.2,0.0,Paid
PAY03758,INV03758,2024-02-09,Credit Card,247116.43,0.0,Paid
PAY03759,INV03759,2024-02-17,Bank Transfer,136447.0,0.0,Paid
PAY03760,INV03760,2024-02-01,Cheque,115480.64,0.0,Paid
PAY03761,INV03761,2024-01-11,UPI,232273.56,0.0,Paid
PAY03762,INV03762,2024-02-01,Debit Card,40850.3,0.0,Paid
PAY03763,INV03763,2024-01-06,Credit Card,114896.52,190408.54,Partial
PAY03764,INV03764,2024-01-22,Bank Transfer,172911.79,76389.05,Partial
PAY03765,INV03765,2024-01-21,Cheque,183046.14,0.0,Paid
PAY03766,INV03766,2023-12-28,Cheque,80587.04,43788.26,Partial
PAY03767,INV03767,2024-01-29,Debit Card,63996.89,126193.98,Partial
PAY03768,INV03768,2024-01-18,Cheque,40136.46,0.0,Paid
PAY03769,INV03769,2024-01-25,Bank Transfer,4948.41,2545.24,Partial
PAY03770,INV03770,2024-02-03,Bank Transfer,63418.63,0.0,Paid
PAY03771,INV03771,2024-01-25,Credit Card,62020.86,0.0,Paid
PAY03772,INV03772,2024-01-11,UPI,243150.27,0.0,Paid
PAY03773,INV03773,2024-01-28,Debit Card,327703.05,0.0,Paid
PAY03774,INV03774,2024-01-22,Cheque,255212.76,0.0,Paid
PAY03775,INV03775,2024-02-03,Debit Card,143296.64,142729.46,Partial
PAY03776,INV03776,2024-01-11,Cheque,39393.06,0.0,Paid
PAY03777,INV03777,2024-01-21,Bank Transfer,114278.81,0.0,Paid
PAY03778,INV03778,2024-01-02,Cheque,198651.94,0.0,Paid
PAY03779,INV03779,2024-01-22,Credit Card,221930.21,0.0,Paid
PAY03780,INV03780,2024-01-04,Cheque,203396.7,131977.06,Partial
PAY03781,INV03781,2024-01-05,Cheque,286940.07,45180.37,Partial
PAY03782,INV03782,2024-01-07,UPI,18087.81,0.0,Paid
PAY03783,INV03783,2024-01-01,Credit Card,158419.55,71331.41,Partial
PAY03784,INV03784,2024-01-18,Cheque,306014.83,0.0,Paid
PAY03785,INV03785,2024-01-28,Cheque,102930.96,62186.44,Partial
PAY03786,INV03786,2024-02-03,Cheque,230910.47,116709.51,Partial
PAY03787,INV03787,2024-01-19,Credit Card,245267.13,0.0,Paid
PAY03788,INV03788,2024-01-13,Debit Card,57764.12,63630.09,Partial
PAY03789,INV03789,2024-01-06,Credit Card,239756.94,0.0,Paid
PAY03790,INV03790,2023-12-29,Credit Card,269070.97,0.0,Paid
PAY03791,INV03791,2024-01-14,Debit Card,312962.08,0.0,Paid
PAY03792,INV03792,2024-02-13,Cheque,190238.72,0.0,Paid
PAY03793,INV03793,2024-01-15,UPI,269912.02,0.0,Paid
PAY03794,INV03794,2024-01-18,UPI,297776.66,0.0,Paid
PAY03795,INV03795,2024-01-16,Cheque,328108.32,0.0,Paid
PAY03796,INV03796,2024-01-15,Cheque,7134.81,0.0,Paid
PAY03797,INV03797,2024-01-19,Debit Card,10372.73,0.0,Paid
PAY03798,INV03798,2023-12-31,Bank Transfer,81338.57,79746.06,Partial
PAY03799,INV03799,2024-01-28,Credit Card,183023.31,0.0,Paid
PAY03800,INV03800,2024-01-27,Credit Card,62588.38,0.0,Paid
PAY03801,INV03801,2024-01-12,UPI,59173.67,132136.6,Partial
PAY03802,INV03802,2023-12-30,UPI,11855.81,0.0,Paid
PAY03803,INV03803,2024-01-27,UPI,60833.78,101027.59,Partial
PAY03804,INV03804,2024-01-18,Bank Transfer,186491.8,0.0,Paid
PAY03805,INV03805,2024-01-09,UPI,214700.65,0.0,Paid
PAY03806,INV03806,,Debit Card,0.0,163311.65,Pending
PAY03807,INV03807,2024-02-08,Credit Card,46220.66,0.0,Paid
PAY03808,INV03808,2024-01-01,Cheque,48768.87,82535.75,Partial
PAY03809,INV03809,2024-01-31,Bank Transfer,318491.97,0.0,Paid
PAY03810,INV03810,2024-01-13,UPI,337340.76,0.0,Paid
PAY03811,INV03811,,UPI,0.0,122067.34,Pending
PAY03812,INV03812,2024-01-03,Credit Card,132140.63,103230.43,Partial
PAY03813,INV03813,2024-01-24,Cheque,198251.73,71763.42,Partial
PAY03814,INV03814,2023-12-27,Cheque,77918.23,0.0,Paid
PAY03815,INV03815,2024-02-01,UPI,252340.17,0.0,Paid
PAY03816,INV03816,2024-01-06,Cheque,121146.17,0.0,Paid
PAY03817,INV03817,2023-01-09,Credit Card,158196.95,180134.54,Partial
PAY03818,INV03818,2023-03-07,Bank Transfer,95740.54,0.0,Paid
PAY03819,INV03819,2023-05-16,Cheque,311364.24,0.0,Paid
PAY03820,INV03820,2023-03-30,Debit Card,317568.09,0.0,Paid
PAY03821,INV03821,2023-02-15,Credit Card,256939.81,0.0,Paid
PAY03822,INV03822,,Bank Transfer,0.0,185320.65,Pending
PAY03823,INV03823,2023-02-23,UPI,156471.84,54755.24,Partial
PAY03824,INV03824,2023-04-12,Cheque,181420.4,0.0,Paid
PAY03825,INV03825,2023-02-10,Debit Card,26873.38,0.0,Paid
PAY03826,INV03826,2023-01-10,Debit Card,66740.74,0.0,Paid
PAY03827,INV03827,2022-12-06,Credit Card,168315.67,0.0,Paid
PAY03828,INV03828,2023-02-18,Cheque,242483.27,0.0,Paid
PAY03829,INV03829,2023-02-17,Credit Card,223599.26,38009.22,Partial
PAY03830,INV03830,2023-01-29,Cheque,242929.08,0.0,Paid
PAY03831,INV03831,2023-04-11,Cheque,22347.19,48280.12,Partial
PAY03832,INV03832,2023-02-21,Bank Transfer,125051.15,0.0,Paid
PAY03833,INV03833,2023-01-24,Debit Card,174937.95,0.0,Paid
PAY03834,INV03834,2023-01-12,UPI,194216.44,0.0,Paid
PAY03835,INV03835,2023-04-18,Debit Card,17629.64,11151.74,Partial
PAY03836,INV03836,,Bank Transfer,0.0,252458.64,Pending
PAY03837,INV03837,2023-04-26,UPI,270122.3,0.0,Paid
PAY03838,INV03838,2023-02-14,Debit Card,130114.47,0.0,Paid
PAY03839,INV03839,2023-04-01,Bank Transfer,95633.74,162921.37,Partial
PAY03840,INV03840,2023-03-14,Debit Card,20789.84,27172.14,Partial
PAY03841,INV03841,2022-12-13,Debit Card,273251.71,0.0,Paid
PAY03842,INV03842,2023-01-06,Bank Transfer,264262.42,0.0,Paid
PAY03843,INV03843,2023-03-15,UPI,87500.19,91478.55,Partial
PAY03844,INV03844,2023-02-27,Debit Card,20525.86,0.0,Paid
PAY03845,INV03845,2023-01-31,Bank Transfer,167210.25,0.0,Paid
PAY03846,INV03846,,Bank Transfer,0.0,150947.19,Pending
PAY03847,INV03847,2023-02-21,UPI,195390.3,0.0,Paid
PAY03848,INV03848,2023-04-10,Debit Card,47298.21,62156.53,Partial
PAY03849,INV03849,2023-03-01,Credit Card,56490.97,0.0,Paid
PAY03850,INV03850,2023-04-02,Bank Transfer,33948.08,38349.58,Partial
PAY03851,INV03851,,Credit Card,0.0,185899.91,Pending
PAY03852,INV03852,2023-04-25,UPI,286454.74,0.0,Paid
PAY03853,INV03853,2022-12-02,Credit Card,72601.51,0.0,Paid
PAY03854,INV03854,2022-12-15,Cheque,114278.81,0.0,Paid
PAY03855,INV03855,2023-05-09,Credit Card,100533.4,0.0,Paid
PAY03856,INV03856,2023-03-03,Cheque,115769.21,0.0,Paid
PAY03857,INV03857,2023-02-01,Debit Card,219416.99,0.0,Paid
PAY03858,INV03858,2023-01-01,UPI,238817.19,50649.97,Partial
PAY03859,INV03859,2023-05-03,Cheque,136170.57,118198.84,Partial
PAY03860,INV03860,2023-03-13,Credit Card,182055.36,0.0,Paid
PAY03861,INV03861,2023-03-25,UPI,272214.55,0.0,Paid
PAY03862,INV03862,,Debit Card,0.0,286805.84,Pending
PAY03863,INV03863,2023-02-25,Bank Transfer,177680.21,0.0,Paid
PAY03864,INV03864,2022-12-23,Bank Transfer,252821.31,0.0,Paid
PAY03865,INV03865,2022-12-24,Credit Card,194938.36,0.0,Paid
PAY03866,INV03866,2023-04-21,Cheque,171286.43,118909.91,Partial
PAY03867,INV03867,2023-01-25,Bank Transfer,97770.43,0.0,Paid
PAY03868,INV03868,2023-02-01,Credit Card,97963.72,0.0,Paid
PAY03869,INV03869,2023-01-15,Cheque,18893.75,5653.26,Partial
PAY03870,INV03870,2023-04-19,UPI,6031.68,7167.8,Partial
PAY03871,INV03871,2023-02-17,UPI,206493.1,0.0,Paid
PAY03872,INV03872,2023-02-06,Debit Card,162676.22,0.0,Paid
PAY03873,INV03873,2023-01-15,Debit Card,189870.44,0.0,Paid
PAY03874,INV03874,2022-12-16,Debit Card,215263.03,0.0,Paid
PAY03875,INV03875,2023-04-17,Cheque,234227.11,0.0,Paid
PAY03876,INV03876,2023-03-12,Cheque,162021.85,98627.76,Partial
PAY03877,INV03877,2023-02-26,Cheque,275327.16,0.0,Paid
PAY03878,INV03878,2022-12-09,UPI,163691.96,0.0,Paid
PAY03879,INV03879,2023-01-05,Debit Card,183475.96,0.0,Paid
PAY03880,INV03880,2023-01-23,Cheque,187113.27,109075.52,Partial
PAY03881,INV03881,2023-02-19,Credit Card,29024.76,0.0,Paid
PAY03882,INV03882,,Cheque,0.0,267490.6,Pending
PAY03883,INV03883,2023-04-22,Debit Card,281838.99,0.0,Paid
PAY03884,INV03884,2023-03-29,UPI,119312.22,21653.41,Partial
PAY03885,INV03885,2023-01-14,Bank Transfer,67392.22,0.0,Paid
PAY03886,INV03886,2023-01-16,Cheque,275558.79,0.0,Paid
PAY03887,INV03887,2023-04-04,UPI,219771.34,0.0,Paid
PAY03888,INV03888,2023-01-31,Debit Card,183478.26,0.0,Paid
PAY03889,INV03889,2023-04-05,Bank Transfer,250910.24,0.0,Paid
PAY03890,INV03890,2023-01-17,UPI,244859.56,0.0,Paid
PAY03891,INV03891,2023-02-20,Debit Card,352198.14,0.0,Paid
