QuoteID,OpportunityID,AccountID,QuoteDate,ExpiryDate,QuoteAmount,DiscountPercent,FinalAmount,Status
QTN06634,OPP12211,ACC04326,2022-06-27,2022-07-27,279610,5,265629.5,Sent
QTN06635,OPP12212,ACC00110,2022-07-12,2022-08-11,131157,0,131157.0,Draft
QTN06636,OPP12214,ACC04906,2022-05-05,2022-06-04,209288,15,177894.8,Sent
QTN06637,OPP12216,ACC00503,2022-06-11,2022-07-11,8853,15,7525.05,Sent
QTN06638,OPP12217,ACC03279,2022-03-22,2022-04-21,229930,15,195440.5,Accepted
QTN06639,OPP12218,ACC03822,2022-04-23,2022-05-23,139441,0,139441.0,Accepted
QTN06640,OPP12222,ACC01500,2022-06-24,2022-07-24,133584,5,126904.8,Sent
QTN06641,OPP12223,ACC00367,2022-06-07,2022-07-07,115399,10,103859.1,Sent
QTN06642,OPP12225,ACC01196,2022-04-03,2022-05-03,202718,0,202718.0,Draft
QTN06643,OPP12226,ACC02887,2022-06-16,2022-07-16,158145,0,158145.0,Accepted
QTN06644,OPP12227,ACC02261,2022-05-16,2022-06-15,67206,15,57125.1,Accepted
QTN06645,OPP12228,ACC00231,2022-06-13,2022-07-13,179279,10,161351.1,Sent
QTN06646,OPP12229,ACC03606,2022-03-17,2022-04-16,149612,15,127170.2,Accepted
QTN06647,OPP12230,ACC03721,2022-05-21,2022-06-20,13694,0,13694.0,Sent
QTN06648,OPP12232,ACC04138,2022-07-02,2022-08-01,108737,0,108737.0,Sent
QTN06649,OPP12237,ACC00280,2022-04-21,2022-05-21,296451,5,281628.45,Accepted
QTN06650,OPP12238,ACC00091,2022-06-11,2022-07-11,210720,0,210720.0,Sent
QTN06651,OPP12242,ACC04710,2022-06-16,2022-07-16,283422,10,255079.8,Rejected
QTN06652,OPP12243,ACC04551,2022-04-20,2022-05-20,8162,10,7345.8,Accepted
QTN06653,OPP12247,ACC03515,2022-04-12,2022-05-12,244740,15,208029.0,Sent
QTN06654,OPP12250,ACC04505,2022-07-21,2022-08-20,54698,5,51963.1,Draft
QTN06655,OPP12253,ACC02424,2022-05-20,2022-06-19,26691,15,22687.35,Sent
QTN06656,OPP12254,ACC00904,2022-04-03,2022-05-03,172037,0,172037.0,Sent
QTN06657,OPP12255,ACC04313,2022-07-09,2022-08-08,260133,5,247126.35,Accepted
QTN06658,OPP12258,ACC04889,2022-06-23,2022-07-23,277846,5,263953.7,Accepted
QTN06659,OPP12259,ACC02785,2022-05-29,2022-06-28,83596,5,79416.2,Accepted
QTN06660,OPP12260,ACC02785,2022-03-28,2022-04-27,69981,5,66481.95,Draft
QTN06661,OPP12263,ACC03759,2022-05-11,2022-06-10,230827,15,196202.95,Accepted
QTN06662,OPP12265,ACC03285,2022-05-29,2022-06-28,273811,5,260120.45,Draft
QTN06663,OPP12267,ACC02493,2022-06-27,2022-07-27,75696,0,75696.0,Draft
QTN06664,OPP12268,ACC00395,2022-06-26,2022-07-26,142281,5,135166.95,Sent
QTN06665,OPP12270,ACC01172,2022-06-09,2022-07-09,174008,0,174008.0,Sent
QTN06666,OPP12273,ACC03627,2022-05-12,2022-06-11,6594,5,6264.3,Draft
QTN06667,OPP12277,ACC01484,2022-03-26,2022-04-25,50737,5,48200.15,Draft
QTN06668,OPP12278,ACC03985,2022-05-01,2022-05-31,111988,0,111988.0,Accepted
QTN06669,OPP12279,ACC03336,2022-04-07,2022-05-07,182954,0,182954.0,Accepted
QTN06670,OPP12282,ACC02044,2022-06-02,2022-07-02,24178,0,24178.0,Accepted
QTN06671,OPP12283,ACC03597,2022-04-19,2022-05-19,200956,0,200956.0,Accepted
QTN06672,OPP12284,ACC00046,2022-06-18,2022-07-18,272987,10,245688.3,Sent
QTN06673,OPP12285,ACC01131,2022-05-22,2022-06-21,64525,0,64525.0,Accepted
QTN06674,OPP12286,ACC02421,2022-06-16,2022-07-16,75052,15,63794.2,Accepted
QTN06675,OPP12287,ACC04640,2022-07-15,2022-08-14,45762,5,43473.9,Accepted
QTN06676,OPP12288,ACC02318,2022-06-19,2022-07-19,96332,15,81882.2,Accepted
QTN06677,OPP12291,ACC00756,2022-05-12,2022-06-11,249274,0,249274.0,Accepted
QTN06678,OPP12293,ACC04066,2022-06-25,2022-07-25,296523,10,266870.7,Rejected
QTN06679,OPP12296,ACC03818,2022-05-13,2022-06-12,169083,5,160628.85,Draft
QTN06680,OPP12298,ACC00275,2022-04-18,2022-05-18,19777,5,18788.15,Accepted
QTN06681,OPP12300,ACC03806,2022-07-02,2022-08-01,228292,15,194048.2,Accepted
QTN06682,OPP12301,ACC04905,2022-03-25,2022-04-24,13698,10,12328.2,Sent
QTN06683,OPP12302,ACC03094,2022-06-25,2022-07-25,158550,0,158550.0,Accepted
QTN06684,OPP12305,ACC02461,2022-04-23,2022-05-23,296476,5,281652.2,Sent
QTN06685,OPP12307,ACC04544,2022-07-11,2022-08-10,19918,15,16930.3,Sent
QTN06686,OPP12308,ACC04097,2022-04-06,2022-05-06,258609,5,245678.55,Accepted
QTN06687,OPP12309,ACC02706,2022-07-06,2022-08-05,125202,10,112681.8,Accepted
QTN06688,OPP12311,ACC04527,2022-04-13,2022-05-13,246116,5,233810.2,Sent
QTN06689,OPP12313,ACC01341,2022-04-15,2022-05-15,135928,0,135928.0,Sent
QTN06690,OPP12314,ACC04655,2022-06-09,2022-07-09,252955,10,227659.5,Accepted
QTN06691,OPP12316,ACC01186,2022-04-08,2022-05-08,266485,5,253160.75,Accepted
QTN06692,OPP12319,ACC00902,2022-04-07,2022-05-07,182937,0,182937.0,Draft
QTN06693,OPP12320,ACC01778,2022-04-26,2022-05-26,242603,5,230472.85,Accepted
QTN06694,OPP12321,ACC01812,2022-04-27,2022-05-27,264809,5,251568.55,Accepted
QTN06695,OPP12323,ACC04542,2022-06-10,2022-07-10,276475,0,276475.0,Sent
QTN06696,OPP12324,ACC00606,2022-06-02,2022-07-02,31860,5,30267.0,Rejected
QTN06697,OPP12325,ACC02687,2022-07-14,2022-08-13,100622,5,95590.9,Sent
QTN06698,OPP12332,ACC03907,2022-06-12,2022-07-12,57293,5,54428.35,Accepted
QTN06699,OPP12335,ACC04951,2022-05-10,2022-06-09,115484,10,103935.6,Accepted
QTN06700,OPP12336,ACC02509,2022-04-04,2022-05-04,87660,0,87660.0,Sent
QTN06701,OPP12338,ACC04159,2022-07-13,2022-08-12,11968,5,11369.6,Draft
QTN06702,OPP12340,ACC00674,2022-03-31,2022-04-30,82305,5,78189.75,Accepted
QTN06703,OPP12341,ACC01439,2022-05-15,2022-06-14,154884,10,139395.6,Accepted
QTN06704,OPP12342,ACC03082,2022-06-19,2022-07-19,249412,10,224470.8,Sent
QTN06705,OPP12345,ACC04875,2025-04-03,2025-05-03,289463,0,289463.0,Sent
QTN06706,OPP12349,ACC01674,2025-04-16,2025-05-16,15942,5,15144.9,Rejected
QTN06707,OPP12350,ACC03359,2025-03-22,2025-04-21,250853,15,213225.05,Accepted
QTN06708,OPP12351,ACC04633,2025-03-21,2025-04-20,73178,0,73178.0,Accepted
QTN06709,OPP12353,ACC01453,2025-04-03,2025-05-03,61305,5,58239.75,Accepted
QTN06710,OPP12355,ACC02511,2025-03-23,2025-04-22,215049,0,215049.0,Accepted
QTN06711,OPP12357,ACC03758,2025-04-25,2025-05-25,81099,0,81099.0,Accepted
QTN06712,OPP12361,ACC00768,2025-03-29,2025-04-28,158272,0,158272.0,Accepted
QTN06713,OPP12362,ACC02150,2025-03-31,2025-04-30,182774,0,182774.0,Accepted
QTN06714,OPP12363,ACC01761,2025-03-28,2025-04-27,161558,5,153480.1,Sent
QTN06715,OPP12364,ACC02428,2025-04-11,2025-05-11,71219,0,71219.0,Sent
QTN06716,OPP12366,ACC01117,2025-03-19,2025-04-18,168011,10,151209.9,Draft
QTN06717,OPP12368,ACC03208,2025-03-24,2025-04-23,193396,15,164386.6,Sent
QTN06718,OPP12370,ACC02895,2025-04-11,2025-05-11,229393,0,229393.0,Accepted
QTN06719,OPP12373,ACC03039,2025-04-09,2025-05-09,269618,0,269618.0,Accepted
QTN06720,OPP12374,ACC03348,2025-03-22,2025-04-21,56068,0,56068.0,Sent
QTN06721,OPP12375,ACC01873,2025-03-29,2025-04-28,154661,10,139194.9,Rejected
QTN06722,OPP12379,ACC02068,2025-04-20,2025-05-20,228376,15,194119.6,Accepted
QTN06723,OPP12380,ACC04711,2025-03-14,2025-04-13,102792,0,102792.0,Sent
QTN06724,OPP12381,ACC00091,2025-04-07,2025-05-07,247207,15,210125.95,Rejected
QTN06725,OPP12383,ACC03774,2025-04-21,2025-05-21,9821,15,8347.85,Sent
QTN06726,OPP12385,ACC01806,2025-04-03,2025-05-03,212413,10,191171.7,Accepted
QTN06727,OPP12386,ACC03156,2025-04-06,2025-05-06,142849,10,128564.1,Sent
QTN06728,OPP12387,ACC04738,2025-03-31,2025-04-30,284454,15,241785.9,Rejected
QTN06729,OPP12388,ACC02735,2025-03-13,2025-04-12,40961,5,38912.95,Accepted
QTN06730,OPP12391,ACC01445,2025-04-15,2025-05-15,124922,5,118675.9,Accepted
QTN06731,OPP12392,ACC03079,2025-04-16,2025-05-16,114547,15,97364.95,Sent
QTN06732,OPP12393,ACC00566,2025-03-18,2025-04-17,199640,15,169694.0,Sent
QTN06733,OPP12396,ACC01513,2025-04-15,2025-05-15,296361,5,281542.95,Accepted
QTN06734,OPP12398,ACC00750,2025-04-22,2025-05-22,7003,5,6652.85,Accepted
QTN06735,OPP12400,ACC02009,2025-03-31,2025-04-30,9682,0,9682.0,Draft
QTN06736,OPP12402,ACC02342,2025-04-22,2025-05-22,292974,10,263676.6,Sent
QTN06737,OPP12403,ACC04124,2025-03-27,2025-04-26,241779,5,229690.05,Rejected
QTN06738,OPP12404,ACC04398,2025-04-25,2025-05-25,77206,10,69485.4,Rejected
QTN06739,OPP12405,ACC00801,2025-04-11,2025-05-11,138099,10,124289.1,Sent
QTN06740,OPP12406,ACC03327,2025-04-02,2025-05-02,119581,0,119581.0,Accepted
QTN06741,OPP12407,ACC02164,2025-04-04,2025-05-04,78356,0,78356.0,Accepted
QTN06742,OPP12408,ACC03645,2025-04-10,2025-05-10,210674,0,210674.0,Accepted
QTN06743,OPP12411,ACC04239,2025-03-27,2025-04-26,154543,5,146815.85,Accepted
QTN06744,OPP12412,ACC03054,2025-04-10,2025-05-10,184743,10,166268.7,Rejected
QTN06745,OPP12413,ACC02797,2025-03-12,2025-04-11,38916,0,38916.0,Accepted
QTN06746,OPP12414,ACC04979,2025-04-03,2025-05-03,285188,15,242409.8,Sent
QTN06747,OPP12415,ACC04076,2025-04-10,2025-05-10,29747,10,26772.3,Accepted
QTN06748,OPP12416,ACC00645,2025-04-17,2025-05-17,20009,10,18008.1,Rejected
QTN06749,OPP12421,ACC02524,2025-03-28,2025-04-27,35825,10,32242.5,Accepted
QTN06750,OPP12422,ACC00010,2025-04-02,2025-05-02,79658,5,75675.1,Sent
QTN06751,OPP12423,ACC04421,2025-03-26,2025-04-25,84328,5,80111.6,Rejected
QTN06752,OPP12425,ACC02408,2025-03-18,2025-04-17,132295,5,125680.25,Draft
QTN06753,OPP12426,ACC00723,2025-04-09,2025-05-09,128920,10,116028.0,Accepted
QTN06754,OPP12427,ACC01342,2025-03-14,2025-04-13,131482,15,111759.7,Accepted
QTN06755,OPP12431,ACC03017,2025-03-15,2025-04-14,151790,10,136611.0,Sent
QTN06756,OPP12433,ACC03555,2025-03-23,2025-04-22,162668,15,138267.8,Rejected
QTN06757,OPP12434,ACC02051,2025-04-13,2025-05-13,233717,10,210345.3,Accepted
QTN06758,OPP12437,ACC02019,2025-04-02,2025-05-02,250176,15,212649.6,Accepted
QTN06759,OPP12442,ACC01088,2025-04-22,2025-05-22,172795,10,155515.5,Accepted
QTN06760,OPP12443,ACC00951,2025-04-19,2025-05-19,183766,10,165389.4,Rejected
QTN06761,OPP12444,ACC00427,2025-04-04,2025-05-04,60678,5,57644.1,Accepted
QTN06762,OPP12445,ACC04985,2025-04-06,2025-05-06,33055,15,28096.75,Rejected
QTN06763,OPP12449,ACC00526,2025-03-22,2025-04-21,145777,15,123910.45,Sent
QTN06764,OPP12450,ACC03720,2025-03-31,2025-04-30,111849,15,95071.65,Rejected
QTN06765,OPP12451,ACC04734,2025-03-25,2025-04-24,268086,15,227873.1,Sent
QTN06766,OPP12456,ACC01671,2025-03-28,2025-04-27,118826,5,112884.7,Draft
QTN06767,OPP12459,ACC01033,2025-04-10,2025-05-10,60565,10,54508.5,Sent
QTN06768,OPP12465,ACC01569,2025-04-19,2025-05-19,25399,0,25399.0,Accepted
QTN06769,OPP12467,ACC03162,2025-03-18,2025-04-17,115657,10,104091.3,Accepted
QTN06770,OPP12468,ACC01197,2025-03-30,2025-04-29,171166,10,154049.4,Sent
QTN06771,OPP12470,ACC03245,2025-04-06,2025-05-06,45844,5,43551.8,Sent
QTN06772,OPP12471,ACC04893,2025-03-29,2025-04-28,74827,15,63602.95,Sent
QTN06773,OPP12472,ACC00403,2025-03-15,2025-04-14,103655,15,88106.75,Sent
QTN06774,OPP12473,ACC02228,2025-03-20,2025-04-19,205701,5,195415.95,Draft
QTN06775,OPP12479,ACC04786,2025-03-18,2025-04-17,56633,10,50969.7,Sent
QTN06776,OPP12480,ACC00673,2025-04-02,2025-05-02,235619,0,235619.0,Sent
QTN06777,OPP12482,ACC02476,2025-04-03,2025-05-03,64477,0,64477.0,Rejected
QTN06778,OPP12483,ACC02430,2025-04-18,2025-05-18,105500,0,105500.0,Rejected
QTN06779,OPP12487,ACC00600,2025-03-25,2025-04-24,124098,5,117893.1,Sent
QTN06780,OPP12488,ACC00572,2025-04-17,2025-05-17,70892,15,60258.2,Accepted
QTN06781,OPP12492,ACC00506,2025-03-27,2025-04-26,140738,10,126664.2,Accepted
QTN06782,OPP12496,ACC01724,2025-03-22,2025-04-21,248340,0,248340.0,Accepted
QTN06783,OPP12497,ACC03973,2025-04-27,2025-05-27,171917,5,163321.15,Accepted
QTN06784,OPP12498,ACC01634,2025-04-23,2025-05-23,96992,5,92142.4,Sent
QTN06785,OPP12499,ACC00427,2025-04-14,2025-05-14,52879,0,52879.0,Draft
QTN06786,OPP12501,ACC00882,2025-04-19,2025-05-19,133563,0,133563.0,Accepted
QTN06787,OPP12503,ACC03972,2025-04-05,2025-05-05,99800,10,89820.0,Rejected
QTN06788,OPP12505,ACC01886,2025-04-01,2025-05-01,165976,0,165976.0,Draft
QTN06789,OPP12507,ACC00496,2025-04-05,2025-05-05,62484,15,53111.4,Draft
QTN06790,OPP12509,ACC04100,2025-04-03,2025-05-03,140833,10,126749.7,Sent
QTN06791,OPP12510,ACC00510,2025-04-14,2025-05-14,11558,10,10402.2,Accepted
QTN06792,OPP12511,ACC02055,2025-04-20,2025-05-20,251069,10,225962.1,Accepted
QTN06793,OPP12513,ACC04704,2025-03-21,2025-04-20,273298,15,232303.3,Accepted
QTN06794,OPP12514,ACC02398,2025-03-12,2025-04-11,176988,15,150439.8,Sent
QTN06795,OPP12515,ACC01815,2025-04-03,2025-05-03,155061,15,131801.85,Draft
QTN06796,OPP12519,ACC04314,2025-04-14,2025-05-14,22895,5,21750.25,Accepted
QTN06797,OPP12521,ACC02583,2025-03-22,2025-04-21,50911,0,50911.0,Accepted
QTN06798,OPP12522,ACC01208,2025-04-12,2025-05-12,29077,10,26169.3,Accepted
QTN06799,OPP12524,ACC01472,2025-04-23,2025-05-23,74654,5,70921.3,Sent
QTN06800,OPP12526,ACC00186,2025-04-21,2025-05-21,49911,15,42424.35,Accepted
QTN06801,OPP12527,ACC00847,2025-04-20,2025-05-20,244414,15,207751.9,Accepted
QTN06802,OPP12528,ACC04351,2025-04-07,2025-05-07,141068,15,119907.8,Sent
QTN06803,OPP12529,ACC00658,2025-04-21,2025-05-21,240414,0,240414.0,Sent
QTN06804,OPP12531,ACC00433,2025-03-11,2025-04-10,178354,0,178354.0,Rejected
QTN06805,OPP12532,ACC00625,2025-04-02,2025-05-02,266209,10,239588.1,Accepted
QTN06806,OPP12534,ACC03471,2025-03-24,2025-04-23,10442,15,8875.7,Rejected
QTN06807,OPP12535,ACC04610,2025-04-24,2025-05-24,246724,0,246724.0,Rejected
QTN06808,OPP12536,ACC03538,2025-04-03,2025-05-03,25687,10,23118.3,Accepted
QTN06809,OPP12537,ACC01858,2025-04-18,2025-05-18,267684,0,267684.0,Draft
QTN06810,OPP12538,ACC04476,2025-04-12,2025-05-12,171320,15,145622.0,Accepted
QTN06811,OPP12542,ACC02049,2025-03-28,2025-04-27,145595,5,138315.25,Draft
QTN06812,OPP12543,ACC00091,2025-03-25,2025-04-24,145000,10,130500.0,Accepted
QTN06813,OPP12544,ACC03712,2025-03-30,2025-04-29,253347,5,240679.65,Sent
QTN06814,OPP12545,ACC00903,2025-04-10,2025-05-10,137404,10,123663.6,Sent
QTN06815,OPP12550,ACC01804,2025-04-18,2025-05-18,178730,0,178730.0,Accepted
QTN06816,OPP12555,ACC01006,2025-03-26,2025-04-25,113922,15,96833.7,Accepted
QTN06817,OPP12556,ACC00561,2025-04-01,2025-05-01,226002,0,226002.0,Accepted
QTN06818,OPP12558,ACC01148,2025-03-20,2025-04-19,235928,0,235928.0,Sent
QTN06819,OPP12565,ACC01954,2025-04-09,2025-05-09,93797,15,79727.45,Accepted
QTN06820,OPP12567,ACC03371,2025-04-15,2025-05-15,150230,5,142718.5,Accepted
QTN06821,OPP12569,ACC00073,2025-04-05,2025-05-05,101852,5,96759.4,Rejected
QTN06822,OPP12570,ACC02196,2025-04-12,2025-05-12,46685,5,44350.75,Accepted
QTN06823,OPP12572,ACC03118,2025-03-23,2025-04-22,241799,15,205529.15,Accepted
QTN06824,OPP12576,ACC02522,2025-04-07,2025-05-07,272750,5,259112.5,Accepted
QTN06825,OPP12578,ACC03240,2025-04-13,2025-05-13,279867,10,251880.3,Accepted
QTN06826,OPP12579,ACC01126,2025-04-07,2025-05-07,32166,5,30557.7,Rejected
QTN06827,OPP12581,ACC03876,2025-03-15,2025-04-14,203120,5,192964.0,Sent
QTN06828,OPP12582,ACC04598,2025-04-03,2025-05-03,12124,15,10305.4,Sent
QTN06829,OPP12589,ACC00325,2025-03-31,2025-04-30,254899,5,242154.05,Accepted
QTN06830,OPP12590,ACC03953,2025-04-13,2025-05-13,129187,5,122727.65,Draft
QTN06831,OPP12591,ACC02010,2025-03-22,2025-04-21,184089,15,156475.65,Accepted
QTN06832,OPP12593,ACC01187,2025-04-02,2025-05-02,23757,5,22569.15,Accepted
QTN06833,OPP12594,ACC04959,2025-03-29,2025-04-28,141869,5,134775.55,Sent
QTN06834,OPP12597,ACC02698,2025-04-22,2025-05-22,268458,0,268458.0,Accepted
QTN06835,OPP12600,ACC00824,2025-04-02,2025-05-02,268419,15,228156.15,Sent
QTN06836,OPP12601,ACC01570,2025-03-29,2025-04-28,252543,15,214661.55,Draft
QTN06837,OPP12602,ACC01759,2025-04-13,2025-05-13,57043,15,48486.55,Accepted
QTN06838,OPP12603,ACC03925,2025-03-25,2025-04-24,37857,0,37857.0,Accepted
QTN06839,OPP12604,ACC00599,2025-03-27,2025-04-26,212289,5,201674.55,Accepted
QTN06840,OPP12605,ACC03446,2025-03-29,2025-04-28,278597,15,236807.45,Draft
QTN06841,OPP12607,ACC01365,2025-04-04,2025-05-04,177620,15,150977.0,Sent
QTN06842,OPP12610,ACC01949,2025-03-19,2025-04-18,74130,0,74130.0,Sent
QTN06843,OPP12611,ACC01663,2025-04-21,2025-05-21,59673,5,56689.35,Accepted
QTN06844,OPP12616,ACC01033,2025-03-25,2025-04-24,221114,5,210058.3,Accepted
QTN06845,OPP12617,ACC00306,2025-03-30,2025-04-29,258336,15,219585.6,Accepted
QTN06846,OPP12619,ACC03116,2025-04-27,2025-05-27,42100,15,35785.0,Rejected
QTN06847,OPP12620,ACC01756,2025-03-27,2025-04-26,91403,10,82262.7,Accepted
QTN06848,OPP12621,ACC02239,2025-04-10,2025-05-10,222271,15,188930.35,Accepted
QTN06849,OPP12622,ACC04570,2025-03-27,2025-04-26,14590,15,12401.5,Accepted
QTN06850,OPP12623,ACC02500,2025-04-12,2025-05-12,103828,5,98636.6,Sent
QTN06851,OPP12624,ACC04038,2025-03-22,2025-04-21,183721,5,174534.95,Sent
QTN06852,OPP12626,ACC03622,2025-03-15,2025-04-14,40575,0,40575.0,Accepted
QTN06853,OPP12628,ACC01131,2025-03-30,2025-04-29,162470,10,146223.0,Sent
QTN06854,OPP12629,ACC02774,2025-03-21,2025-04-20,296003,10,266402.7,Accepted
QTN06855,OPP12630,ACC01853,2025-03-22,2025-04-21,230576,5,219047.2,Accepted
QTN06856,OPP12633,ACC00422,2025-03-26,2025-04-25,240923,5,228876.85,Sent
QTN06857,OPP12634,ACC00010,2025-03-22,2025-04-21,165466,15,140646.1,Draft
QTN06858,OPP12635,ACC03921,2025-03-30,2025-04-29,174286,10,156857.4,Sent
QTN06859,OPP12636,ACC03692,2025-04-05,2025-05-05,49142,0,49142.0,Rejected
QTN06860,OPP12637,ACC02306,2025-04-03,2025-05-03,165808,15,140936.8,Accepted
QTN06861,OPP12638,ACC03223,2025-03-26,2025-04-25,297792,0,297792.0,Accepted
QTN06862,OPP12640,ACC01522,2025-03-17,2025-04-16,173314,0,173314.0,Sent
QTN06863,OPP12641,ACC03982,2025-04-01,2025-05-01,292491,15,248617.35,Sent
QTN06864,OPP12642,ACC04734,2025-04-26,2025-05-26,253299,5,240634.05,Draft
QTN06865,OPP12644,ACC01024,2025-03-19,2025-04-18,40399,10,36359.1,Sent
QTN06866,OPP12646,ACC02105,2025-04-05,2025-05-05,76715,10,69043.5,Accepted
QTN06867,OPP12648,ACC00037,2025-04-17,2025-05-17,128555,10,115699.5,Sent
QTN06868,OPP12652,ACC03931,2025-04-05,2025-05-05,176009,0,176009.0,Sent
QTN06869,OPP12653,ACC02503,2025-04-09,2025-05-09,102756,5,97618.2,Accepted
QTN06870,OPP12655,ACC02685,2025-04-07,2025-05-07,75205,10,67684.5,Accepted
QTN06871,OPP12656,ACC00598,2025-03-22,2025-04-21,124968,15,106222.8,Accepted
QTN06872,OPP12657,ACC03495,2025-04-12,2025-05-12,256203,0,256203.0,Sent
QTN06873,OPP12658,ACC00491,2025-04-03,2025-05-03,115339,15,98038.15,Draft
QTN06874,OPP12659,ACC00711,2025-04-16,2025-05-16,289890,10,260901.0,Accepted
QTN06875,OPP12660,ACC00447,2025-04-29,2025-05-29,91292,5,86727.4,Rejected
QTN06876,OPP12662,ACC03870,2025-03-28,2025-04-27,65867,0,65867.0,Sent
QTN06877,OPP12664,ACC04892,2025-04-14,2025-05-14,50303,10,45272.7,Draft
QTN06878,OPP12666,ACC02150,2025-03-22,2025-04-21,219294,10,197364.6,Sent
QTN06879,OPP12669,ACC04000,2025-04-16,2025-05-16,248427,0,248427.0,Accepted
QTN06880,OPP12672,ACC04471,2024-04-30,2024-05-30,124144,0,124144.0,Accepted
QTN06881,OPP12673,ACC02436,2024-03-30,2024-04-29,108302,5,102886.9,Accepted
QTN06882,OPP12675,ACC04387,2024-06-19,2024-07-19,40275,15,34233.75,Sent
QTN06883,OPP12676,ACC01917,2024-04-04,2024-05-04,9147,0,9147.0,Accepted
QTN06884,OPP12677,ACC03115,2024-04-22,2024-05-22,129182,5,122722.9,Draft
QTN06885,OPP12678,ACC04928,2024-03-26,2024-04-25,196890,15,167356.5,Rejected
QTN06886,OPP12679,ACC04586,2024-05-16,2024-06-15,179045,0,179045.0,Draft
QTN06887,OPP12680,ACC00672,2024-06-02,2024-07-02,12793,15,10874.05,Draft
QTN06888,OPP12681,ACC03820,2024-04-08,2024-05-08,231455,0,231455.0,Sent
QTN06889,OPP12684,ACC04226,2024-03-09,2024-04-08,206956,5,196608.2,Accepted
QTN06890,OPP12686,ACC01848,2024-06-10,2024-07-10,151161,15,128486.85,Rejected
QTN06891,OPP12687,ACC04504,2024-03-23,2024-04-22,144596,15,122906.6,Accepted
QTN06892,OPP12688,ACC03397,2024-04-30,2024-05-30,108567,15,92281.95,Accepted
QTN06893,OPP12690,ACC01631,2024-03-18,2024-04-17,115809,15,98437.65,Sent
QTN06894,OPP12691,ACC04434,2024-06-20,2024-07-20,12202,15,10371.7,Accepted
QTN06895,OPP12692,ACC03056,2024-04-18,2024-05-18,22400,5,21280.0,Draft
QTN06896,OPP12695,ACC00971,2024-04-18,2024-05-18,293035,5,278383.25,Sent
QTN06897,OPP12696,ACC00645,2024-04-12,2024-05-12,251490,15,213766.5,Accepted
QTN06898,OPP12697,ACC03967,2024-05-16,2024-06-15,115992,15,98593.2,Rejected
QTN06899,OPP12699,ACC00852,2024-04-12,2024-05-12,7663,15,6513.55,Accepted
QTN06900,OPP12700,ACC01869,2024-03-10,2024-04-09,33748,10,30373.2,Sent
QTN06901,OPP12704,ACC04211,2024-04-09,2024-05-09,125622,5,119340.9,Rejected
QTN06902,OPP12705,ACC01120,2024-03-23,2024-04-22,52726,10,47453.4,Sent
QTN06903,OPP12707,ACC00775,2024-04-07,2024-05-07,241399,0,241399.0,Accepted
QTN06904,OPP12708,ACC00845,2024-03-27,2024-04-26,112133,10,100919.7,Sent
QTN06905,OPP12710,ACC02080,2024-04-30,2024-05-30,177300,10,159570.0,Sent
QTN06906,OPP12713,ACC04442,2024-05-28,2024-06-27,145668,5,138384.6,Draft
QTN06907,OPP12716,ACC03658,2024-05-13,2024-06-12,177936,0,177936.0,Sent
QTN06908,OPP12718,ACC03572,2024-05-30,2024-06-29,169988,10,152989.2,Accepted
QTN06909,OPP12719,ACC04301,2024-05-14,2024-06-13,180593,10,162533.7,Rejected
QTN06910,OPP12721,ACC00360,2024-05-01,2024-05-31,262775,15,223358.75,Accepted
QTN06911,OPP12722,ACC02985,2024-03-24,2024-04-23,212809,15,180887.65,Draft
QTN06912,OPP12723,ACC04342,2024-03-19,2024-04-18,47911,0,47911.0,Sent
QTN06913,OPP12724,ACC02943,2024-05-25,2024-06-24,69169,15,58793.65,Sent
QTN06914,OPP12725,ACC01329,2024-03-24,2024-04-23,234945,15,199703.25,Accepted
QTN06915,OPP12726,ACC02195,2024-03-20,2024-04-19,11073,15,9412.05,Accepted
QTN06916,OPP12727,ACC03588,2024-06-07,2024-07-07,158341,0,158341.0,Accepted
QTN06917,OPP12728,ACC00280,2024-03-03,2024-04-02,19945,15,16953.25,Accepted
QTN06918,OPP12729,ACC00854,2024-05-15,2024-06-14,274277,0,274277.0,Sent
QTN06919,OPP12730,ACC04634,2024-05-25,2024-06-24,45729,0,45729.0,Draft
QTN06920,OPP12732,ACC04926,2024-05-21,2024-06-20,52558,10,47302.2,Sent
QTN06921,OPP12734,ACC00522,2024-05-18,2024-06-17,273573,15,232537.05,Sent
QTN06922,OPP12735,ACC00659,2024-06-02,2024-07-02,77896,15,66211.6,Rejected
QTN06923,OPP12736,ACC01487,2024-02-27,2024-03-28,88286,15,75043.1,Accepted
QTN06924,OPP12737,ACC01072,2024-05-23,2024-06-22,54206,15,46075.1,Draft
QTN06925,OPP12738,ACC01841,2024-05-10,2024-06-09,16738,10,15064.2,Sent
QTN06926,OPP12742,ACC00033,2024-06-05,2024-07-05,59381,15,50473.85,Sent
QTN06927,OPP12744,ACC00159,2024-05-02,2024-06-01,237318,0,237318.0,Accepted
QTN06928,OPP12745,ACC03342,2024-03-18,2024-04-17,141161,15,119986.85,Accepted
QTN06929,OPP12747,ACC04925,2024-05-28,2024-06-27,64541,10,58086.9,Sent
QTN06930,OPP12749,ACC03597,2024-02-21,2024-03-22,26354,5,25036.3,Accepted
QTN06931,OPP12750,ACC02061,2024-06-14,2024-07-14,209500,5,199025.0,Accepted
QTN06932,OPP12751,ACC02582,2024-05-27,2024-06-26,194379,0,194379.0,Accepted
